Time,Strain
0,0
1,3.3722E-06
2,6.74426E-06
3.099999905,1.04536E-05
4.309999943,1.45334E-05
5.640999794,1.90214E-05
7.105100155,2.39578E-05
8.71560955,2.93877E-05
10.48717117,3.53603E-05
12.43588829,4.19297E-05
14.57947731,4.9156E-05
16.93742371,5.71038E-05
19.53116798,6.58463E-05
22.38428307,7.5463E-05
25.52271271,8.60396E-05
28.97498322,9.76729E-05
32.77248001,0.000110469
36.94972992,0.000124542
41.54470444,0.000140021
46.5991745,0.000157046
52.15909195,0.00017577
58.27499771,0.000196364
65.00250244,0.000219015
72.40274811,0.000243925
80.54302216,0.00027132
89.49732971,0.000301449
94.42219543,0.000318013
97.130867,0.000327125
100.1104126,0.00033715
103.3879089,0.000348173
106.9931641,0.000360299
108.9760437,0.000366966
111.1572189,0.000374302
113.5565186,0.00038237
116.1957397,0.000391245
119.0988846,0.000401004
120.69561,0.000406374
122.4520111,0.00041228
124.3840561,0.000418778
126.5093002,0.000425927
128.8470764,0.000433785
131.4186249,0.000442441
134.2473297,0.000451959
135.8031158,0.000457198
137.5144806,0.000462962
139.3969879,0.000469308
141.4677277,0.000476285
143.7455597,0.000483965
146.2511749,0.000492411
147.6292572,0.000497059
149.1451569,0.000502168
150.8126373,0.000507794
152.6468658,0.000513985
154.6645203,0.000520789
156.8839417,0.000528278
159.3253021,0.000536526
160.6680603,0.000541062
162.1450806,0.000546044
163.7698059,0.000551543
165.5570068,0.000557579
167.522934,0.000564236
169.6854401,0.000571564
170.8748169,0.000575598
172.183136,0.000580035
173.6222839,0.000584922
175.2053528,0.00059031
176.9467316,0.000596249
178.8622437,0.000602803
180.9692993,0.000610055
182.1281891,0.00061406
183.4029541,0.000618501
184.8052063,0.000623427
186.3476868,0.000628922
188.0444031,0.00063507
189.9107971,0.000642002
190.9373169,0.000645914
192.0664825,0.000650293
193.3085632,0.000655233
194.6748657,0.000660808
195.4263306,0.000663943
196.2529297,0.000667483
196.7075653,0.000669469
197.2076721,0.00067169
197.7577667,0.000674179
198.3628845,0.000676999
199.0285187,0.000680195
199.7607117,0.000683843
200.1634216,0.000685906
200.6063995,0.000688236
201.0936737,0.000690876
201.6296692,0.000693902
202.2192688,0.000697341
202.8678436,0.000701357
203.5164032,0.000705587
203.840683,0.000707795
204.1649628,0.000710056
204.5216675,0.000712622
204.8783875,0.000715286
205.2350922,0.000717998
205.6274719,0.000721122
206.059082,0.000724653
206.5338745,0.000728738
207.0561218,0.000733406
207.3433685,0.000736051
207.6593323,0.000739045
208.006897,0.000742478
208.1806793,0.000744245
208.3544617,0.000746018
208.5456238,0.00074802
208.7367859,0.000750057
208.9279327,0.000752141
209.1190948,0.000754247
209.2242432,0.000755424
209.3398895,0.000756718
209.4671021,0.000758177
209.6070404,0.000759801
209.7609711,0.000761605
209.9302979,0.000763635
210.1165619,0.000765896
210.1677856,0.000766521
210.2241211,0.000767192
210.2861023,0.000767956
210.3542786,0.000768798
210.4292603,0.000769729
210.5117645,0.000770763
210.6024933,0.000771916
210.7023163,0.000773182
210.8121185,0.000774604
210.9328918,0.00077618
211.0657349,0.000777932
211.2118835,0.000779893
211.3726349,0.000782082
211.549469,0.000784523
211.7439728,0.000787255
211.9579315,0.000790311
212.1932983,0.000793745
212.4521942,0.000797594
212.736969,0.000801935
213.0502319,0.000806817
213.3948212,0.000812326
213.77388,0.000818561
213.8781128,0.00082025
213.9927673,0.000822158
214.1188965,0.000824269
214.2576447,0.000826638
214.4102631,0.000829271
214.5781403,0.000832212
214.7628021,0.000835466
214.9659271,0.00083913
215.077652,0.00084114
215.2005463,0.00084339
215.3357239,0.000845881
215.484436,0.000848644
215.647995,0.000851728
215.8279266,0.000855164
216.0258484,0.000858987
216.1347046,0.0008611
216.2544556,0.000863459
216.3861694,0.000866057
216.5310516,0.000868951
216.6904297,0.000872167
216.8657532,0.00087574
217.0585938,0.000879736
217.1646576,0.000881921
217.2813416,0.000884363
217.4096832,0.000887075
217.5508423,0.00089008
217.7061462,0.000893415
217.8769531,0.000897128
218.0648651,0.000901237
218.1682129,0.000903515
218.2818909,0.000906036
218.4069366,0.000908847
218.5444946,0.000911926
218.6958008,0.000915382
218.8622437,0.000919194
219.0453186,0.000923435
219.2467194,0.000928122
219.3020935,0.000929406
219.3630219,0.000930832
219.4300385,0.000932405
219.5037537,0.000934139
219.5848389,0.000936055
219.6740265,0.000938183
219.7721405,0.000940531
219.8800659,0.000943119
219.9987946,0.000945996
220.1293793,0.000949174
220.2730255,0.000952694
220.4310455,0.000956587
220.6048584,0.000960896
220.796051,0.000965681
221.0063782,0.000970993
221.2377167,0.000976873
221.4922028,0.000983426
221.7721405,0.000990677
221.8491211,0.000992669
221.9337921,0.000994878
222.026947,0.000997313
222.1294098,0.000999993
222.2421112,0.001002976
222.3660889,0.001006265
222.5024719,0.001009896
222.6524811,0.001013914
222.8174896,0.001018349
222.9990082,0.00102326
223.1986847,0.00102869
223.4183197,0.001034717
223.6599121,0.001041354
223.9256744,0.001048782
224.2180176,0.001056878
224.5395813,0.001066161
224.6280212,0.001068596
224.725296,0.001071309
224.8322906,0.001074317
224.9499969,0.001077664
225.0794678,0.00108133
225.2218933,0.001085432
225.3785553,0.001089912
225.5508728,0.001094932
225.7404327,0.001100383
225.792572,0.001101902
225.8499146,0.001103554
225.9129791,0.001105389
225.9823761,0.001107406
226.0586853,0.001109622
226.1426392,0.001112089
226.2350006,0.001114787
226.3365784,0.001117782
226.4483185,0.001121083
226.5712433,0.00112472
226.7064514,0.001128727
226.8551788,0.001133177
227.0187836,0.001138065
227.1987457,0.001143471
227.3967133,0.001149451
227.6144714,0.00115604
227.8540039,0.001163344
228.1174927,0.001171394
228.4073181,0.001180407
228.48703,0.001182841
228.574707,0.001185537
228.6711426,0.001188501
228.7772369,0.001191798
228.8939209,0.001195415
229.0222931,0.001199431
229.1634979,0.001203839
229.3188171,0.001208713
229.4896698,0.001214098
229.6776123,0.001220042
229.8843384,0.001226615
230.1117401,0.001233858
230.3618927,0.001241882
230.6370544,0.001250725
230.7127228,0.00125315
230.7959595,0.001255853
230.8875122,0.001258791
230.9882355,0.001262055
231.0990143,0.001265667
231.2208862,0.001269638
231.3549347,0.001274002
231.5023956,0.001278833
231.6645966,0.001284162
231.8430328,0.001290041
232.0392914,0.001296515
232.255188,0.001303693
232.4926758,0.001311604
232.7539063,0.001320377
233.0412598,0.001329963
233.1202698,0.001332641
233.2071991,0.001335578
233.3028259,0.001338809
233.4080048,0.001342371
233.5236969,0.001346313
233.6509552,0.001350631
233.7909546,0.00135541
233.9449463,0.001360674
234.1143341,0.001366473
234.3006744,0.001372884
234.5056305,0.001379982
234.5619965,0.001381906
234.6239929,0.001384029
234.6921997,0.00138638
234.7672272,0.001388954
234.8497467,0.001391798
234.9405212,0.001394945
235.0403748,0.001398421
235.1502228,0.001402241
235.2710419,0.001406472
235.4039459,0.001411116
235.5501404,0.001416261
235.7109528,0.001421915
235.8878479,0.001428163
236.0824432,0.001435059
236.2964935,0.001442659
236.5319366,0.001451067
236.7909393,0.001460341
237.0758362,0.001470594
237.3892212,0.001481946
237.7339325,0.001494471
237.8287354,0.001497924
237.9330139,0.001501722
238.0477295,0.001505907
238.1739044,0.001510523
238.3126984,0.001515616
238.4653778,0.00152124
238.633316,0.001527422
238.8012543,0.001533634
238.9691925,0.001539862
239.1539307,0.001546756
239.2555389,0.001550517
239.3673096,0.001554711
239.4902496,0.00155928
239.6254883,0.001564353
239.7742462,0.001569941
239.9378815,0.001576099
240.1178741,0.001582901
240.3158722,0.001590378
240.4643707,0.001596047
240.6128693,0.001601678
240.7762299,0.00160793
240.9559174,0.001614779
241.1535645,0.001622393
241.2079163,0.001624448
241.2677002,0.001626724
241.3334808,0.001629216
241.4058228,0.001631967
241.4853973,0.001634999
241.572937,0.00163836
241.6692352,0.001642064
241.7751617,0.001646168
241.8916626,0.001650665
242.0198364,0.001655649
242.1608124,0.001661137
242.3159027,0.001667168
242.4864807,0.001673859
242.6741333,0.001681233
242.8805389,0.001689339
243.1075897,0.001698335
243.3573456,0.00170822
243.6320801,0.001719183
243.9342957,0.001731223
244.017395,0.001734542
244.1088104,0.001738215
244.2093811,0.00174226
244.3199921,0.001746707
244.4416656,0.001751631
244.5755157,0.001757025
244.7227478,0.001762983
244.8846893,0.001769558
245.0628357,0.001776808
245.2588043,0.001784805
245.4743652,0.001793602
245.7114716,0.001803397
245.97229,0.001814058
246.0440216,0.001817047
246.1229248,0.001820271
246.2097168,0.00182389
246.3051758,0.001827868
246.410202,0.001832188
246.5257111,0.001836996
246.6527863,0.001842312
246.7925568,0.001848132
246.9463043,0.001854568
247.1154327,0.001861657
247.3014832,0.001869497
247.5061188,0.001878112
247.7312317,0.001887667
247.9788513,0.001898178
248.251236,0.001909843
248.5508575,0.001922609
248.633255,0.001926122
248.7238922,0.00193004
248.8235931,0.001934315
248.9332581,0.001939045
249.053894,0.001944252
249.1865845,0.001950002
249.3325653,0.001956326
249.4931335,0.001963311
249.669754,0.001970998
249.8640289,0.001979511
250.0777435,0.001988842
250.3128357,0.001999237
250.5714264,0.002010566
250.6425323,0.002013696
250.7207642,0.002017168
250.8068085,0.002020945
250.9014587,0.00202512
251.0055695,0.002029748
251.1201019,0.002034832
251.2460938,0.002040458
251.3846588,0.002046657
251.5371094,0.002053472
251.7047882,0.002061
251.8892365,0.002069303
252.0921326,0.002078475
252.3153076,0.002088611
252.5608063,0.002099741
252.8308716,0.002112145
252.9051361,0.002115491
252.9868164,0.002119199
253.0766754,0.002123293
253.1755219,0.002127774
253.284256,0.002132775
253.4038544,0.00213826
253.5354156,0.002144355
253.6801453,0.002151005
253.8393402,0.002158398
254.0144501,0.002166505
254.2070618,0.002175516
254.4189453,0.00218541
254.6520233,0.002196364
254.7161255,0.002199339
254.7866211,0.002202586
254.8641815,0.002206185
254.9494934,0.002210147
255.043335,0.002214539
255.1465607,0.002219395
255.2601013,0.00222474
255.3850098,0.002230655
255.5223999,0.002237204
255.6735382,0.002244344
255.8397827,0.002252321
256.022644,0.002261066
256.2238159,0.002270731
256.4450989,0.002281379
256.6884766,0.002293189
256.9562378,0.002306148
257.0298462,0.002309688
257.1108398,0.002313575
257.1999512,0.00231791
257.2979431,0.00232263
257.4057312,0.002327918
257.5243225,0.002333688
257.6547546,0.002340101
257.7982483,0.002347163
257.9560547,0.002354928
258.1296692,0.002363505
258.3206482,0.002372974
258.5307312,0.002383402
258.7618103,0.002394963
259.0159912,0.002407652
259.2955933,0.002421856
259.6031494,0.002437071
259.6877441,0.00244141
259.7807922,0.002446115
259.8831177,0.002451339
259.995697,0.00245707
260.1195374,0.002463376
260.2557678,0.002470328
260.4055786,0.002477993
260.5704041,0.002486457
260.751709,0.002495764
260.9511719,0.002506042
261.1705322,0.002517388
261.4118652,0.002529959
261.6773071,0.002543721
261.7503052,0.002547521
261.8305969,0.002551634
261.9189453,0.002556232
262.0160828,0.002561302
262.1229858,0.002566871
262.2405396,0.002573052
262.369873,0.002579846
262.5121155,0.002587356
262.6686096,0.002595602
262.8407288,0.002604744
263.0300598,0.00261482
263.2383423,0.002625941
263.4674377,0.002638215
263.7194519,0.002651752
263.7887573,0.002655428
263.8649902,0.002659497
263.9488525,0.002663932
264.0410767,0.002668892
264.1425476,0.002674307
264.2541504,0.002680316
264.3769531,0.00268699
264.5119934,0.002694321
264.660553,0.002702388
264.8239746,0.002711328
265.0037231,0.002721169
265.2014465,0.002732048
265.4189453,0.00274405
265.6582031,0.002757281
265.9213867,0.002771923
266.2108765,0.002788104
266.2904968,0.002792471
266.3780518,0.002797339
266.4743958,0.002802675
266.5803528,0.002808618
266.6969299,0.002815115
266.8251343,0.002822338
266.966156,0.002830312
267.1213074,0.002839081
267.2919617,0.002848732
267.4796753,0.002859437
267.6861877,0.002871199
267.9133301,0.00288426
267.975769,0.002887769
268.0444946,0.002891682
268.1200867,0.002895936
268.2032166,0.002900637
268.2946777,0.002905812
268.3952637,0.002911557
268.5059204,0.002917884
268.627655,0.002924911
268.7615356,0.002932647
268.908844,0.002941216
269.0708313,0.00295065
269.249054,0.002961071
269.4450989,0.002972542
269.6607361,0.002985232
269.8979492,0.002999243
270.1588745,0.00301476
270.4458923,0.003031712
270.5248108,0.003036418
270.6116333,0.003041519
270.7071533,0.003047188
270.8121948,0.003053448
270.9277649,0.003060372
271.0549011,0.003067973
271.1947327,0.00307638
271.3485413,0.00308565
271.5177307,0.003095897
271.7038269,0.003107161
271.9085693,0.003119664
272.1337585,0.003133341
272.3814697,0.003148722
272.4496155,0.003152825
272.5245361,0.003157336
272.6069641,0.003162277
272.6976318,0.003167772
272.7973633,0.003173857
272.907074,0.003180578
273.027771,0.003187983
273.1605225,0.003196203
273.3065491,0.00320527
273.4671631,0.003215275
273.6438599,0.003226299
273.8382263,0.003238432
274.0520325,0.003251895
274.2872009,0.003266726
274.5458984,0.003283145
274.8304443,0.003301142
275.1434631,0.003321424
275.2295532,0.003326839
275.3242493,0.003332784
275.4284058,0.003339399
275.5429688,0.003346686
275.6690063,0.003354776
275.8076477,0.003363687
275.960144,0.003373548
276.1278992,0.003384398
276.3124084,0.003396407
276.5153809,0.003409627
276.7386475,0.003424293
276.9842529,0.00344029
277.0517883,0.003444741
277.1260681,0.003449579
277.2077942,0.003454913
277.297699,0.003460726
277.3965759,0.003467185
277.5053406,0.003474364
277.625,0.003482243
277.7566223,0.003490947
277.9013977,0.003500595
278.0606384,0.00351121
278.2358398,0.003522975
278.4285278,0.003535878
278.6405029,0.00355016
278.8736572,0.003565897
279.130127,0.003583405
279.412262,0.003602496
279.4898682,0.003607759
279.5751953,0.003613527
279.6690674,0.00361993
279.7723389,0.003626903
279.8859253,0.003634665
280.0108948,0.003643263
280.1483459,0.003652702
280.29953,0.003663159
280.4658508,0.00367465
280.6487732,0.003687321
280.8500061,0.003701383
281.0713806,0.003716788
281.3148804,0.003733981
281.3818359,0.00373863
281.4555054,0.003743731
281.5365295,0.003749358
281.6256409,0.003755517
281.7236938,0.003762351
281.8315125,0.003769901
281.9501343,0.003778238
282.0806274,0.00378746
282.2241821,0.00379767
282.3820801,0.00380889
282.5557556,0.003821272
282.7467957,0.003835003
282.9569397,0.00385014
283.1881104,0.003866811
283.4424133,0.003885263
283.7221069,0.003905587
284.0298157,0.003928227
284.3682556,0.003952827
284.4613342,0.003959633
284.5637207,0.003967166
284.6763306,0.003975489
284.8002319,0.003984644
284.9364929,0.003994768
285.0863953,0.004005902
285.2512817,0.004018166
285.4326477,0.004031723
285.6321716,0.004046686
285.8516235,0.004063206
286.0930481,0.004081392
286.3586121,0.004101681
286.6507263,0.004123556
286.7310486,0.004129686
286.819397,0.004136379
286.9165955,0.00414382
287.0235291,0.004151927
287.1411438,0.004160892
287.2705078,0.004170859
287.4128113,0.004181779
287.5693665,0.00419386
287.7415466,0.004207159
287.9309692,0.004221932
288.1393127,0.0042381
288.3684998,0.004256031
288.620636,0.004275803
288.8979492,0.004297692
289.2030029,0.004321771
289.5385437,0.004348698
289.6308289,0.004355942
289.7323303,0.00436396
289.8439941,0.00437279
289.9668274,0.004382575
290.1019287,0.00439334
290.2505493,0.004405269
290.414032,0.004418426
290.5938416,0.004432937
290.7916565,0.004448988
291.0092468,0.004466677
291.2485962,0.00448636
291.5118713,0.004507727
291.584259,0.004513657
291.6639099,0.004520146
291.7515259,0.004527272
291.8479004,0.004535116
291.9538879,0.004543854
292.0704956,0.004553406
292.198761,0.004563965
292.3398438,0.004575672
292.4950562,0.004588582
292.6657715,0.004602776
292.8535767,0.004618496
293.0601501,0.004635819
293.287384,0.004654984
293.537323,0.004676166
293.8122864,0.004699554
294.1147156,0.004725326
294.4474182,0.004754019
294.5388794,0.004761823
294.6395264,0.004770338
294.7502441,0.004779747
294.8720093,0.004790262
295.0059509,0.004801765
295.1532898,0.004814501
295.3153687,0.004828563
295.4936523,0.004844103
295.6897888,0.004861239
295.9055176,0.004880131
296.1427917,0.00490112
296.4038391,0.004923996
296.4756165,0.004930356
296.5545654,0.004937256
296.6414185,0.004944922
296.736969,0.004953306
296.8420715,0.004962573
296.9576721,0.004972796
297.0848389,0.004984105
297.2247314,0.004996579
297.3786011,0.005010332
297.5478516,0.005025571
297.7340393,0.005042316
297.9388428,0.005060828
298.1641541,0.005081344
298.4119568,0.005103888
298.6845398,0.005128946
298.9844055,0.005156267
299.066864,0.005163913
299.1575623,0.005172137
299.2573547,0.005181367
299.3670959,0.005191396
