Date/Clock time,45720.4,,,,
Tester,"Arik, Cameron",,,,
Specimen designation,316H-elg_240MPa_550C_03,,,,
Diameter,6.04267,mm,,,
Material,316H-elg,,,,
Load cell,100kN,,,,
Extensometer,Epsilon 3549 SN102121 GL25mm,,,,
"Gage length, standard travel",25,mm,,,
Test standard,ASTM E136,,,,
Machine data,ZwickRoell Kappa100 SS-CF,,,,
Time,Test time,Standard travel,Standard force,Temperature,Temperature 3
h,h,%,MPa,°C,°C
3.66887,3.66737,0.995673,1.96563,549.43,549.617
3.7522,3.75071,0.995177,1.97497,550.061,550.343
3.83554,3.83404,0.98859,1.97052,549.891,550.436
3.91887,3.91737,0.989619,1.97506,549.855,550.61
3.99715,3.99565,0.990297,1.97472,549.789,550.464
4.0034,4.0019,0,2.08887,549.766,550.501
4.0034,0,0.00352681,2.08875,549.766,550.501
4.0035,0.000105556,0.005627,2.44967,549.766,550.501
4.00352,0.000125,0.00214094,2.82795,549.772,550.501
4.00354,0.000141667,0.00590766,3.20834,549.772,550.501
4.00356,0.000158333,0.0054953,3.60644,549.772,550.488
4.00357,0.000175,0.00221406,4.00141,549.772,550.488
4.00359,0.000191667,0.00285512,4.40586,549.772,550.488
4.00361,0.000208333,0.00658826,4.80046,549.772,550.488
4.00362,0.000225,0.00679286,5.19454,549.772,550.488
4.00364,0.000241667,0.00384231,5.58736,549.772,550.488
4.00366,0.000258333,0.00390892,5.96466,549.772,550.488
4.00367,0.000275,0.00747706,6.34888,549.772,550.488
4.00369,0.000291667,0.00834759,6.73682,549.772,550.488
4.00371,0.000308333,0.00568388,7.12754,549.772,550.488
4.00372,0.000325,0.00521551,7.52087,549.772,550.488
4.00374,0.000341667,0.00818281,7.9192,549.772,550.488
4.00376,0.000358333,0.00940734,8.31898,549.772,550.488
4.00377,0.000375,0.00724284,8.7121,549.772,550.488
4.00379,0.000391667,0.00656973,9.10385,549.772,550.488
4.00381,0.000408333,0.00904009,9.49066,549.766,550.488
4.00382,0.000425,0.0104698,9.87999,549.766,550.486
4.00384,0.000441667,0.00870627,10.2756,549.766,550.486
4.00386,0.000458333,0.00798238,10.6771,549.766,550.486
4.00387,0.000475,0.0101985,11.0729,549.766,550.486
4.00389,0.000491667,0.0116622,11.4654,549.766,550.486
4.00391,0.000508333,0.0102328,11.8593,549.766,550.486
4.00392,0.000525,0.00948421,12.2513,549.766,550.486
4.00394,0.000541667,0.0114681,12.6406,549.766,550.486
4.00396,0.000558333,0.012822,13.0378,549.766,550.486
4.00397,0.000575,0.0115736,13.4342,549.766,550.486
4.00399,0.000591667,0.0108404,13.8156,549.766,550.486
4.00401,0.000608333,0.012644,14.2053,549.766,550.486
4.00402,0.000625,0.0140068,14.5907,549.766,550.486
4.00404,0.000641667,0.0128946,14.9657,549.766,550.486
4.00406,0.000658333,0.012001,15.3463,549.766,550.486
4.00407,0.000675,0.0136423,15.7211,549.771,550.486
4.00409,0.000691667,0.0151601,16.1042,549.771,550.486
4.00411,0.000708333,0.0142207,16.4792,549.771,550.493
4.00412,0.000725,0.0132383,16.8517,549.771,550.493
4.00414,0.000741667,0.0145715,17.2143,549.771,550.493
4.00416,0.000758333,0.0162066,17.5854,549.771,550.493
4.00417,0.000775,0.0155303,17.9514,549.771,550.493
4.00419,0.000791667,0.0144026,18.3168,549.771,550.493
4.00421,0.000808333,0.0154552,18.6725,549.771,550.493
4.00422,0.000825,0.0171335,19.0222,549.771,550.493
4.00424,0.000841667,0.0167444,19.3713,549.771,550.493
4.00426,0.000858333,0.0156483,19.7228,549.771,550.493
4.00427,0.000875,0.0163626,20.0776,549.771,550.493
4.00429,0.000891667,0.0178961,20.4355,549.771,550.493
4.00431,0.000908333,0.0178548,20.7942,549.771,550.493
4.00432,0.000925,0.0168476,21.1548,549.771,550.493
4.00434,0.000941667,0.0173684,21.5189,549.771,550.493
4.00436,0.000958333,0.0187062,21.8801,549.767,550.493
4.00437,0.000975,0.0187854,22.2423,549.767,550.491
4.00439,0.000991667,0.0179425,22.613,549.767,550.491
4.00441,0.00100833,0.0182379,22.9832,549.767,550.491
4.00442,0.001025,0.0195105,23.3527,549.767,550.491
4.00444,0.00104167,0.0197509,23.7208,549.767,550.491
4.00446,0.00105833,0.0190963,24.0955,549.767,550.491
4.00447,0.001075,0.0193916,24.4624,549.767,550.491
4.00449,0.00109167,0.0205963,24.833,549.767,550.491
4.00451,0.00110833,0.0208594,25.2089,549.767,550.491
4.00452,0.001125,0.0202747,25.5797,549.767,550.491
4.00454,0.00114167,0.0206112,25.9442,549.767,550.491
4.00456,0.00115833,0.0218125,26.3186,549.767,550.491
4.00457,0.001175,0.0220719,26.6969,549.767,550.491
4.00459,0.00119167,0.0215223,27.0711,549.767,550.491
4.00461,0.00120833,0.0218037,27.4509,549.767,550.491
4.00462,0.001225,0.0228622,27.8291,549.769,550.491
4.00464,0.00124167,0.0232531,28.2048,549.769,550.491
4.00466,0.00125833,0.0226616,28.5736,549.769,550.491
4.00467,0.001275,0.0226963,28.9508,549.769,550.491
4.00469,0.00129167,0.0236823,29.3339,549.769,550.487
4.00471,0.00130833,0.0240919,29.719,549.769,550.487
4.00472,0.001325,0.0235059,30.1026,549.769,550.487
4.00474,0.00134167,0.0234963,30.4882,549.769,550.487
4.00476,0.00135833,0.0243904,30.8722,549.769,550.487
4.00477,0.001375,0.0248724,31.2636,549.769,550.487
4.00479,0.00139167,0.0245739,31.6525,549.769,550.487
4.00481,0.00140833,0.0246401,32.0303,549.769,550.487
4.00482,0.001425,0.0255114,32.4117,549.769,550.487
4.00484,0.00144167,0.0261841,32.7917,549.769,550.487
4.00486,0.00145833,0.0260915,33.1746,549.769,550.487
4.00487,0.001475,0.0261368,33.5532,549.769,550.487
4.00489,0.00149167,0.0269111,33.9246,549.769,550.487
4.00491,0.00150833,0.0274624,34.2984,549.769,550.487
4.00492,0.001525,0.0274348,34.6807,549.759,550.487
4.00494,0.00154167,0.0274597,35.0662,549.759,550.487
4.00496,0.00155833,0.0280467,35.4587,549.759,550.488
4.00497,0.001575,0.0285634,35.8414,549.759,550.488
4.00499,0.00159167,0.0284987,36.2287,549.759,550.488
4.00501,0.00160833,0.0285927,36.605,549.759,550.488
4.00502,0.001625,0.029179,36.9917,549.759,550.488
4.00504,0.00164167,0.0297135,37.3854,549.759,550.488
4.00506,0.00165833,0.0297031,37.7718,549.759,550.488
4.00507,0.001675,0.0297964,38.1588,549.759,550.488
4.00509,0.00169167,0.0303164,38.5503,549.759,550.488
4.00511,0.00170833,0.0307878,38.9344,549.759,550.488
4.00512,0.001725,0.0308419,39.3149,549.759,550.488
4.00514,0.00174167,0.0308688,39.7131,549.759,550.488
4.00516,0.00175833,0.0313227,40.1103,549.759,550.488
4.00517,0.001775,0.031787,40.5005,549.759,550.488
4.00519,0.00179167,0.0319427,40.8895,549.759,550.488
4.00521,0.00180833,0.0319784,41.275,549.753,550.488
4.00522,0.001825,0.0324058,41.6559,549.753,550.488
4.00524,0.00184167,0.0328431,42.0384,549.753,550.486
4.00526,0.00185833,0.0329756,42.4334,549.753,550.486
4.00527,0.001875,0.0330055,42.8136,549.753,550.486
4.00529,0.00189167,0.0333769,43.196,549.753,550.486
4.00531,0.00190833,0.0339052,43.5777,549.753,550.486
4.00532,0.001925,0.0341184,43.9642,549.753,550.486
4.00534,0.00194167,0.0342186,44.3481,549.753,550.486
4.00536,0.00195833,0.0345708,44.7322,549.753,550.486
4.00537,0.001975,0.0351183,45.118,549.753,550.486
4.00539,0.00199167,0.0353504,45.5115,549.753,550.486
4.00541,0.00200833,0.0354765,45.8979,549.753,550.486
4.00542,0.002025,0.0357278,46.2835,549.753,550.486
4.00544,0.00204167,0.0361391,46.6638,549.753,550.486
4.00546,0.00205833,0.0363984,47.049,549.753,550.486
4.00547,0.002075,0.0365756,47.4362,549.762,550.486
4.00549,0.00209167,0.0368863,47.8278,549.762,550.486
4.00551,0.00210833,0.0372788,48.2219,549.762,550.496
4.00552,0.002125,0.0376209,48.6094,549.762,550.496
4.00554,0.00214167,0.0378259,48.9992,549.762,550.496
4.00556,0.00215833,0.0381979,49.3905,549.762,550.496
4.00557,0.002175,0.0385705,49.7808,549.762,550.496
4.00559,0.00219167,0.0388973,50.168,549.762,550.496
4.00561,0.00220833,0.0390699,50.5503,549.762,550.496
4.00562,0.002225,0.0393875,50.9209,549.762,550.496
4.00564,0.00224167,0.0398095,51.2997,549.762,550.496
4.00566,0.00225833,0.0401807,51.6858,549.762,550.496
4.00567,0.002275,0.0403788,52.0642,549.762,550.496
4.00569,0.00229167,0.0405574,52.4474,549.762,550.496
4.00571,0.00230833,0.041003,52.8285,549.762,550.496
4.00572,0.002325,0.0413245,53.2017,549.762,550.496
4.00574,0.00234167,0.0415307,53.5861,549.762,550.496
4.00576,0.00235833,0.0417531,53.97,549.771,550.496
4.00577,0.002375,0.0421907,54.3539,549.771,550.496
4.00579,0.00239167,0.0424768,54.7407,549.771,550.491
4.00581,0.00240833,0.0426293,55.1295,549.771,550.491
4.00582,0.002425,0.0428609,55.5172,549.771,550.491
4.00584,0.00244167,0.0432845,55.9027,549.771,550.491
4.00586,0.00245833,0.0436616,56.2872,549.771,550.491
4.00587,0.002475,0.0437729,56.6646,549.771,550.491
4.00589,0.00249167,0.0440328,57.0495,549.771,550.491
4.00591,0.00250833,0.0443979,57.4443,549.771,550.491
4.00592,0.002525,0.0447497,57.8297,549.771,550.491
4.00594,0.00254167,0.0449197,58.2132,549.771,550.491
4.00596,0.00255833,0.0451074,58.6009,549.771,550.491
4.00597,0.002575,0.0455039,58.9885,549.771,550.491
4.00599,0.00259167,0.0459087,59.3747,549.771,550.491
4.00601,0.00260833,0.0460492,59.7634,549.771,550.491
4.00602,0.002625,0.046188,60.1431,549.758,550.491
4.00604,0.00264167,0.0465513,60.5214,549.758,550.491
4.00606,0.00265833,0.0469527,60.9142,549.758,550.484
4.00607,0.002675,0.0472001,61.2953,549.758,550.484
4.00609,0.00269167,0.0472643,61.6684,549.758,550.484
4.00611,0.00270833,0.0476048,62.0401,549.758,550.484
4.00612,0.002725,0.0479889,62.4129,549.758,550.484
4.00614,0.00274167,0.048188,62.7956,549.758,550.484
4.00616,0.00275833,0.048344,63.1763,549.758,550.484
4.00617,0.002775,0.0486772,63.5562,549.758,550.484
4.00619,0.00279167,0.0491424,63.9364,549.758,550.484
4.00621,0.00280833,0.0493916,64.3182,549.758,550.484
4.00622,0.002825,0.049544,64.7016,549.758,550.484
4.00624,0.00284167,0.0498634,65.0855,549.758,550.484
4.00626,0.00285833,0.0504251,65.4712,549.758,550.484
4.00627,0.002875,0.050733,65.8441,549.758,550.484
4.00629,0.00289167,0.0508869,66.2329,549.758,550.484
4.00631,0.00290833,0.051176,66.6158,549.744,550.484
4.00632,0.002925,0.0516057,66.998,549.744,550.484
4.00634,0.00294167,0.0519392,67.3831,549.744,550.476
4.00636,0.00295833,0.0521621,67.7716,549.744,550.476
4.00637,0.002975,0.05243,68.1566,549.744,550.476
4.00639,0.00299167,0.0528542,68.5317,549.744,550.476
4.00641,0.00300833,0.0532716,68.9162,549.744,550.476
4.00642,0.003025,0.0533858,69.2989,549.744,550.476
4.00644,0.00304167,0.0535773,69.6839,549.744,550.476
4.00646,0.00305833,0.0539481,70.0617,549.744,550.476
4.00647,0.003075,0.0543697,70.4406,549.744,550.476
4.00649,0.00309167,0.054612,70.8217,549.744,550.476
4.00651,0.00310833,0.0547381,71.2011,549.744,550.476
4.00652,0.003125,0.055066,71.5721,549.744,550.476
4.00654,0.00314167,0.0554501,71.9461,549.744,550.476
4.00656,0.00315833,0.0557413,72.326,549.744,550.476
4.00657,0.003175,0.0559167,72.7002,549.741,550.476
4.00659,0.00319167,0.0561847,73.0724,549.741,550.476
4.00661,0.00320833,0.0564866,73.445,549.741,550.482
4.00662,0.003225,0.0568089,73.8249,549.741,550.482
4.00664,0.00324167,0.0570051,74.2014,549.741,550.482
4.00666,0.00325833,0.05724,74.5757,549.741,550.482
4.00667,0.003275,0.0575442,74.9615,549.741,550.482
4.00669,0.00329167,0.0578218,75.3422,549.741,550.482
4.00671,0.00330833,0.0580881,75.7176,549.741,550.482
4.00672,0.003325,0.0583217,76.0937,549.741,550.482
4.00674,0.00334167,0.0586705,76.4768,549.741,550.482
4.00676,0.00335833,0.058931,76.851,549.741,550.482
4.00677,0.003375,0.0591745,77.2279,549.741,550.482
4.00679,0.00339167,0.0594769,77.6097,549.741,550.482
4.00681,0.00340833,0.0597886,77.9911,549.741,550.482
4.00682,0.003425,0.0600442,78.3565,549.741,550.482
4.00684,0.00344167,0.0602688,78.7269,549.741,550.482
4.00686,0.00345833,0.0605887,79.0976,549.745,550.482
4.00687,0.003475,0.0608689,79.4572,549.745,550.482
4.00689,0.00349167,0.0610864,79.8273,549.745,550.49
4.00691,0.00350833,0.0611886,80.2019,549.745,550.49
4.00692,0.003525,0.0614284,80.5724,549.745,550.49
4.00694,0.00354167,0.0616838,80.9402,549.745,550.49
4.00696,0.00355833,0.061944,81.3003,549.745,550.49
4.00697,0.003575,0.0620839,81.6679,549.745,550.49
4.00699,0.00359167,0.0623172,82.0367,549.745,550.49
4.00701,0.00360833,0.062661,82.4047,549.745,550.49
4.00702,0.003625,0.0629978,82.7755,549.745,550.49
4.00704,0.00364167,0.0631422,83.1457,549.745,550.49
4.00706,0.00365833,0.0632526,83.5095,549.745,550.49
4.00707,0.003675,0.0636242,83.8731,549.745,550.49
4.00709,0.00369167,0.0639526,84.2389,549.745,550.49
4.00711,0.00370833,0.0641967,84.6059,549.745,550.49
4.00712,0.003725,0.064302,84.974,549.747,550.49
4.00714,0.00374167,0.0645161,85.3441,549.747,550.49
4.00716,0.00375833,0.0648787,85.7073,549.747,550.48
4.00717,0.003775,0.0650996,86.0745,549.747,550.48
4.00719,0.00379167,0.0651673,86.4376,549.747,550.48
4.00721,0.00380833,0.0653372,86.7995,549.747,550.48
4.00722,0.003825,0.0656715,87.163,549.747,550.48
4.00724,0.00384167,0.065858,87.5308,549.747,550.48
4.00726,0.00385833,0.0659957,87.8844,549.747,550.48
4.00727,0.003875,0.0661579,88.2348,549.747,550.48
4.00729,0.00389167,0.0665059,88.5861,549.747,550.48
4.00731,0.00390833,0.0668711,88.9441,549.747,550.48
4.00732,0.003925,0.067114,89.3002,549.747,550.48
4.00734,0.00394444,0.067377,89.705,549.747,550.48
4.00736,0.00396111,0.0676646,90.0609,549.747,550.48
4.00738,0.00397778,0.0678195,90.4127,549.747,550.48
4.0074,0.00399722,0.068115,90.8125,549.747,550.48
4.00742,0.00401667,0.068376,91.2149,549.747,550.48
4.00743,0.00403333,0.0686387,91.5714,549.73,550.488
4.00745,0.00405,0.0688374,91.9274,549.73,550.488
4.00747,0.00406944,0.0692019,92.3342,549.73,550.488
4.00749,0.00408889,0.0694085,92.742,549.73,550.488
4.00751,0.00410833,0.0698121,93.1409,549.73,550.488
4.00753,0.00412778,0.0701767,93.5442,549.73,550.488
4.00755,0.00414722,0.070561,93.9462,549.73,550.488
4.00757,0.00416667,0.0710002,94.3488,549.73,550.488
4.00758,0.00418611,0.0713142,94.7448,549.73,550.488
4.0076,0.00420556,0.071852,95.1427,549.73,550.488
4.00762,0.004225,0.0722063,95.5288,549.73,550.488
4.00764,0.00424444,0.0725852,95.9024,549.73,550.488
4.00766,0.00426389,0.0729883,96.2874,549.73,550.488
4.00768,0.00428333,0.0732062,96.6726,549.73,550.488
4.0077,0.00430278,0.0736315,97.052,549.73,550.488
4.00772,0.00432222,0.0740096,97.4268,549.732,550.488
4.00774,0.00434167,0.0743597,97.8095,549.732,550.481
4.00776,0.00436111,0.0747307,98.1817,549.732,550.481
4.00778,0.00438056,0.0749572,98.5677,549.732,550.481
4.0078,0.0044,0.0753555,98.9425,549.732,550.481
4.00782,0.00441944,0.0757862,99.3116,549.732,550.481
4.00784,0.00443889,0.0761599,99.6855,549.732,550.481
4.00786,0.00445833,0.0766262,100.056,549.732,550.481
4.00788,0.00447778,0.0770512,100.422,549.732,550.481
4.0079,0.00449722,0.0775333,100.786,549.732,550.481
4.00792,0.00451667,0.0779926,101.142,549.732,550.481
4.00793,0.00453611,0.0783926,101.5,549.732,550.481
4.00795,0.00455556,0.0787417,101.856,549.732,550.481
4.00797,0.004575,0.079196,102.21,549.732,550.481
4.00799,0.00459444,0.0797135,102.564,549.72,550.481
4.00801,0.00461389,0.0800272,102.914,549.72,550.502
4.00803,0.00463611,0.0805359,103.303,549.72,550.502
4.00806,0.00465833,0.0811414,103.685,549.72,550.502
4.00808,0.00468056,0.0817653,104.065,549.72,550.502
4.0081,0.00470278,0.0821308,104.445,549.72,550.502
4.00812,0.004725,0.0825076,104.806,549.72,550.502
4.00815,0.00474722,0.0829427,105.164,549.72,550.502
4.00817,0.00476944,0.0834528,105.519,549.72,550.502
4.00819,0.00479167,0.0840311,105.881,549.72,550.502
4.00822,0.00481667,0.0848642,106.271,549.72,550.502
4.00824,0.00484167,0.0855211,106.653,549.72,550.502
4.00827,0.00486667,0.0860251,107.019,549.729,550.502
4.00829,0.00489167,0.086783,107.392,549.729,550.473
4.00832,0.00491667,0.0874234,107.762,549.729,550.473
4.00834,0.00494167,0.0882194,108.114,549.729,550.473
4.00837,0.00496667,0.0890255,108.464,549.729,550.473
4.00839,0.00499444,0.089849,108.833,549.729,550.473
4.00842,0.00502222,0.0906871,109.199,549.729,550.473
4.00845,0.00505278,0.0916886,109.579,549.729,550.473
4.00848,0.00508333,0.0927579,109.944,549.729,550.473
4.00851,0.00511389,0.0937865,110.299,549.729,550.473
4.00855,0.00514722,0.0947702,110.655,549.722,550.473
4.00858,0.00518333,0.0960934,111.026,549.722,550.475
4.00862,0.00521944,0.0974804,111.392,549.722,550.475
4.00865,0.00525556,0.0987602,111.743,549.722,550.475
4.00869,0.00529444,0.100351,112.097,549.722,550.475
4.00873,0.00533611,0.102141,112.456,549.722,550.475
4.00878,0.00537778,0.103958,112.813,549.722,550.475
4.00882,0.005425,0.106019,113.176,549.721,550.475
4.00887,0.005475,0.108346,113.538,549.721,550.484
4.00892,0.005525,0.110454,113.891,549.721,550.484
4.00898,0.00557778,0.112673,114.243,549.721,550.484
4.00903,0.00562778,0.114659,114.596,549.721,550.484
4.00908,0.00567778,0.116698,114.955,549.721,550.484
4.00913,0.00573056,0.118879,115.32,549.724,550.49
4.00918,0.00578333,0.121245,115.683,549.724,550.49
4.00923,0.00583611,0.123444,116.041,549.724,550.49
4.00929,0.00588889,0.125557,116.39,549.724,550.49
4.00934,0.00594444,0.127871,116.745,549.724,550.49
4.0094,0.00599722,0.130137,117.098,549.713,550.474
4.00945,0.00605278,0.132527,117.462,549.713,550.474
4.0095,0.00610556,0.134882,117.815,549.713,550.474
4.00956,0.00616111,0.137421,118.17,549.713,550.474
4.00962,0.00621667,0.139827,118.528,549.713,550.474
4.00967,0.00627222,0.142464,118.894,549.708,550.472
4.00973,0.00632778,0.145081,119.247,549.708,550.472
4.00978,0.00638611,0.147693,119.606,549.708,550.472
4.00984,0.00644167,0.150048,119.965,549.708,550.472
4.0099,0.00649722,0.15242,120.318,549.708,550.472
4.00995,0.00655278,0.154768,120.678,549.696,550.476
4.01001,0.00660833,0.157089,121.045,549.696,550.476
4.01006,0.00666389,0.159362,121.403,549.696,550.476
4.01012,0.00672222,0.161571,121.764,549.696,550.476
4.01018,0.00678056,0.163921,122.116,549.696,550.476
4.01024,0.00683889,0.166243,122.468,549.7,550.468
4.01029,0.00689444,0.168399,122.824,549.7,550.468
4.01035,0.00695,0.17065,123.176,549.7,550.468
4.01041,0.00700833,0.172904,123.54,549.7,550.468
4.01047,0.00706667,0.175328,123.891,549.7,550.468
4.01052,0.007125,0.177901,124.25,549.693,550.478
4.01059,0.00718889,0.180683,124.608,549.693,550.478
4.01065,0.00724722,0.183177,124.958,549.693,550.478
4.0107,0.00730278,0.18533,125.313,549.693,550.478
4.01076,0.00736111,0.187753,125.665,549.699,550.478
4.01082,0.00741944,0.190269,126.016,549.699,550.466
4.01088,0.00748056,0.192725,126.376,549.699,550.466
4.01094,0.00754444,0.195371,126.737,549.699,550.466
4.01101,0.00761111,0.198085,127.102,549.699,550.466
4.01107,0.00767222,0.200594,127.459,549.7,550.473
4.01113,0.00773333,0.203185,127.821,549.7,550.473
4.0112,0.00779722,0.206215,128.179,549.7,550.473
4.01126,0.00785833,0.208804,128.53,549.7,550.473
4.01132,0.00792222,0.211709,128.883,549.698,550.473
4.01139,0.00798889,0.214474,129.238,549.698,550.467
4.01145,0.00805278,0.217063,129.589,549.698,550.467
4.01152,0.00811667,0.21959,129.943,549.698,550.467
4.01158,0.00818056,0.222459,130.295,549.698,550.467
4.01165,0.00824722,0.225347,130.66,549.689,550.471
4.01171,0.00831111,0.228111,131.009,549.689,550.471
4.01178,0.00838056,0.230918,131.368,549.689,550.471
4.01185,0.00845278,0.233883,131.728,549.689,550.471
4.01192,0.00851944,0.236803,132.09,549.692,550.47
4.01198,0.00858611,0.239783,132.441,549.692,550.47
4.01205,0.00865278,0.242873,132.79,549.692,550.47
4.01212,0.00872222,0.246289,133.146,549.692,550.47
4.0122,0.00879722,0.249777,133.5,549.692,550.474
4.01227,0.00886667,0.25266,133.857,549.692,550.474
4.01233,0.00893611,0.255544,134.215,549.692,550.474
4.01241,0.00900833,0.258554,134.569,549.692,550.474
4.01248,0.00907778,0.261632,134.919,549.686,550.465
4.01255,0.00915278,0.264797,135.275,549.686,550.465
4.01263,0.00923056,0.267882,135.63,549.686,550.465
4.0127,0.00930278,0.271087,135.98,549.691,550.465
4.01277,0.009375,0.274041,136.336,549.691,550.474
4.01285,0.00945,0.277287,136.696,549.691,550.474
4.01292,0.009525,0.280604,137.045,549.691,550.474
4.013,0.00960556,0.283976,137.395,549.689,550.476
4.01308,0.00968333,0.287001,137.75,549.689,550.476
4.01316,0.00975833,0.290188,138.103,549.689,550.476
4.01323,0.00983611,0.293837,138.458,549.689,550.476
4.01331,0.00991389,0.297145,138.81,549.682,550.486
4.0134,0.00999722,0.300977,139.164,549.682,550.486
4.01348,0.0100833,0.304744,139.517,549.682,550.486
4.01356,0.0101611,0.308255,139.878,549.682,550.478
4.01364,0.0102417,0.311926,140.23,549.682,550.478
4.01372,0.010325,0.315803,140.588,549.682,550.478
4.01382,0.0104222,0.320202,140.943,549.674,550.478
4.01391,0.0105083,0.324007,141.296,549.674,550.48
4.01399,0.0105889,0.327362,141.649,549.674,550.48
4.01407,0.0106722,0.331135,142.01,549.674,550.48
4.01417,0.0107667,0.33533,142.371,549.686,550.482
4.01426,0.0108611,0.339836,142.728,549.686,550.482
4.01435,0.01095,0.343836,143.084,549.686,550.482
4.01444,0.0110389,0.347363,143.437,549.684,550.477
4.01452,0.011125,0.35098,143.791,549.684,550.477
4.01462,0.011225,0.355379,144.141,549.684,550.477
4.01472,0.0113194,0.359639,144.5,549.683,550.47
4.01481,0.0114139,0.363861,144.856,549.683,550.47
4.01491,0.0115083,0.368294,145.215,549.683,550.47
4.015,0.0116056,0.372918,145.566,549.679,550.485
4.01511,0.0117083,0.377871,145.922,549.679,550.485
4.0152,0.0118028,0.382119,146.273,549.676,550.485
4.0153,0.0118972,0.386329,146.626,549.676,550.466
4.0154,0.012,0.390994,146.979,549.676,550.466
4.01551,0.0121139,0.395839,147.335,549.679,550.464
4.0156,0.0122056,0.399907,147.687,549.679,550.464
4.01571,0.0123111,0.404628,148.04,549.679,550.464
4.01582,0.0124167,0.409533,148.391,549.674,550.482
4.01593,0.0125306,0.414772,148.748,549.674,550.482
4.01603,0.0126333,0.419835,149.101,549.674,550.482
4.01614,0.0127389,0.424959,149.456,549.68,550.467
4.01625,0.0128528,0.430615,149.805,549.68,550.467
4.01636,0.0129639,0.436116,150.154,549.665,550.486
4.01647,0.013075,0.441164,150.511,549.665,550.486
4.01659,0.0131889,0.446282,150.868,549.665,550.486
4.01672,0.0133167,0.452102,151.22,549.67,550.467
4.01683,0.0134278,0.457335,151.573,549.67,550.467
4.01694,0.0135444,0.46318,151.929,549.668,550.482
4.01707,0.013675,0.469889,152.282,549.668,550.482
4.0172,0.0138,0.475744,152.634,549.672,550.479
4.01731,0.0139139,0.481224,152.984,549.672,550.479
4.01744,0.0140417,0.486915,153.341,549.671,550.479
4.01757,0.014175,0.492744,153.696,549.671,550.48
4.0177,0.0143,0.498466,154.049,549.677,550.48
4.01782,0.014425,0.504393,154.401,549.677,550.484
4.01797,0.0145667,0.511033,154.755,549.677,550.484
4.01809,0.0146889,0.516875,155.106,549.682,550.482
