Time 240,Strain 240,Time 240 Creep,Strain 240 Creep,,Time 280,Strain 280,Time 280 Creep,Strain 280 Creep,,Time 300,Strain 300,Time 300 Creep,Strain 300 Creep,,Time 320,Strain 320,Time 320 Creep,Strain 320 Creep,,Time 280 Chris1,Strain 280 Chris1,,,Time 280 Chris2,Strain 280 Chris2,,,Time 280 MOOSE,Strain 280 MOOSE,,,Time 280 Creep FITTED,Strain 280 Creep FITTED,,,Time 320 Creep FITTED,Strain 320 Creep FITTED
,,,,,,,,,,,,,,,,,,,,26.77222222,0.046413998,,,15.66972222,0.069442725,,,160.5,0.000648216,,,,,,,,
,,,,,,,,,,,,,,,,,,,,26.85555556,0.047376349,,,15.75305556,0.06754466,,,161,0.000649076,,,,,,,,
,,,,,,,,,,,,,,,,,,,,26.93888889,0.046441522,,,15.83638889,0.070369381,,,161.5,0.000649934,,,,,,,,
,,,,,,,,,,,,,,,,,,,,27.02222222,0.047376349,,,15.91972222,0.06754466,,,162,0.000650791,,,,,,,,
,,,,,,,,,,,,,,,,,,,,27.10555556,0.048330561,,,16.00305556,0.069465799,,,162.5,0.000651646,,,,,,,,
,,,,,,,,,,,,,,,,,,,,27.18888889,0.048330561,,,16.08638889,0.070421414,,,163,0.0006525,,,,,,,,
,,,,,,,,,,,,,,,,,,,,27.27222222,0.049284773,,,16.16972222,0.068493692,,,163.5,0.000653352,,,,,,,,
,,,,,,,,,,,,,,,,,,,,27.35555556,0.048330561,,,16.25305556,0.070369381,,,164,0.000654202,,,,,,,,
,,,,,,,,,,,,,,,,,,,,27.43888889,0.046422137,,,16.33638889,0.069442725,,,164.5,0.000655051,,,,,,,,
,,,,,,,,,,,,,,,,,,,,27.52222222,0.04736821,,,16.41972222,0.069420349,,,165,0.000655898,,,,,,,,
,,,,,,,,,,,,,,,,,,,,27.60555556,0.047376349,,,16.50305556,0.070421414,,,165.5,0.000656744,,,,,,,,
,,,,,,,,,,,,,,,,,,,,27.68888889,0.046441522,,,16.58638889,0.069426932,,,166,0.000657588,,,,,,,,
,,,,,,,,,,,,,,,,,,,,27.77222222,0.047376349,,,16.66972222,0.068471317,,,166.5,0.000658431,,,,,,,,
,,,,,,,,,,,,,,,,,,,,27.85555556,0.047376349,,,16.75305556,0.070369381,,,167,0.000659272,,,,,,,,
,,,,,,,,,,,,,,,,,,,,27.93888889,0.04548731,,,16.83638889,0.068471317,,,167.5,0.000660112,,,,,,,,
,,,,,,,,,,,,,,,,,,,,28.02222222,0.048330561,,,16.91972222,0.071348071,,,168,0.00066095,,,,,,,,
,,,,,,,,,,,,,,,,,,,,28.10555556,0.048322422,,,17.00305556,0.071348071,,,168.5,0.000661786,,,,,,,,
,,,,,,,,,,,,,,,,,,,,28.18888889,0.049276634,,,17.08638889,0.069420349,,,169,0.000662621,,,,,,,,
,,,,,,,,,,,,,,,,,,,,28.27222222,0.046441522,,,17.16972222,0.069420349,,,169.5,0.000663455,,,,,,,,
,,,,,,,,,,,,,,,,,,,,28.35555556,0.046441522,,,17.25305556,0.072251653,,,170,0.000664287,,,,,,,,
,,,,,,,,,,,,,,,,,,,,28.43888889,0.049276634,,,17.33638889,0.072303686,,,170.5,0.000665117,,,,,,,,
,,,,,,,,,,,,,,,,,,,,28.52222222,0.048330561,,,17.41972222,0.072303686,,,171,0.000665946,,,,,,,,
,,,,,,,,,,,,,,,,,,,,28.60555556,0.047376349,,,17.50305556,0.073252718,,,171.5,0.000666774,,,,,,,,
,,,,,,,,,,,,,,,,,,,,28.68888889,0.050211461,,,17.58638889,0.071324996,,,172,0.0006676,,,,,,,,
,,,,,,,,,,,,,,,,,,,,28.77222222,0.048322422,,,17.66972222,0.071348071,,,172.5,0.000668425,,,,,,,,
,,,,,,,,,,,,,,,,,,,,28.85555556,0.049237864,,,17.75305556,0.072303686,,,173,0.000669248,,,,,,,,
,,,,,,,,,,,,,,,,,,,,28.93888889,0.047376349,,,17.83638889,0.073275793,,,173.5,0.00067007,,,,,,,,
,,,,,,,,,,,,,,,,,,,,29.02222222,0.050230846,,,17.91972222,0.074179375,,,174,0.00067089,,,,,,,,
,,,,,,,,,,,,,,,,,,,,29.10555556,0.047395734,,,18.00305556,0.073252718,,,174.5,0.000671709,,,,,,,,
,,,,,,,,,,,,,,,,,,,,29.18888889,0.051185058,,,18.08638889,0.073252718,,,175,0.000672527,,,,,,,,
,,,,,,,,,,,,,,,,,,,,29.27222222,0.051185058,,,18.16972222,0.073230342,,,175.5,0.000673343,,,,,,,,
,,,,,,,,,,,,,,,,,,,,29.35555556,0.049276634,,,18.25305556,0.073252718,,,176,0.000674158,,,,,,,,
,,,,,,,,,,,,,,,,,,,,29.43888889,0.050211461,,,18.33638889,0.072251653,,,176.5,0.000674971,,,,,,,,
,,,,,,,,,,,,,,,,,,,,29.52222222,0.049276634,,,18.41972222,0.072303686,,,177,0.000675783,,,,,,,,
,,,,,,,,,,,,,,,,,,,,29.60555556,0.050192076,,,18.50305556,0.071324996,,,177.5,0.000676593,,,,,,,,
,,,,,,,,,,,,,,,,,,,,29.68888889,0.050192076,,,18.58638889,0.073252718,,,178,0.000677403,,,,,,,,
,,,,,,,,,,,,,,,,,,,,29.77222222,0.052119885,,,18.66972222,0.072303686,,,178.5,0.00067821,,,,,,,,
,,,,,,,,,,,,,,,,,,,,29.85555556,0.050211461,,,18.75305556,0.072303686,,,179,0.000679017,,,,,,,,
,,,,,,,,,,,,,,,,,,,,29.93888889,0.052119885,,,18.83638889,0.072303686,,,179.5,0.000679822,,,,,,,,
,,,,,,,,,,,,,,,,,,,,30.02222222,0.049284773,,,18.91972222,0.074231407,,,180,0.000680625,,,,,,,,
,,,,,,,,,,,,,,,,,,,,30.10555556,0.051165673,,,19.00305556,0.074231407,,,180.5,0.000681428,,,,,,,,
,,,,,,,,,,,,,,,,,,,,30.18888889,0.048330561,,,19.08638889,0.072303686,,,181,0.000682228,,,,,,,,
,,,,,,,,,,,,,,,,,,,,30.27222222,0.050230846,,,19.16972222,0.073252718,,,181.5,0.000683028,,,,,,,,
,,,,,,,,,,,,,,,,,,,,30.35555556,0.049257249,,,19.25305556,0.073252718,,,182,0.000683826,,,,,,,,
,,,,,,,,,,,,,,,,,,,,30.43888889,0.051146289,,,19.33638889,0.074231407,,,182.5,0.000684623,,,,,,,,
,,,,,,,,,,,,,,,,,,,,30.52222222,0.049276634,,,19.41972222,0.07518044,,,183,0.000685419,,,,,,,,
,,,,,,,,,,,,,,,,,,,,30.60555556,0.051146289,,,19.50305556,0.076084721,,,183.5,0.000686213,,,,,,,,
,,,,,,,,,,,,,,,,,,,,30.68888889,0.051165673,,,19.58638889,0.076107096,,,184,0.000687006,,,,,,,,
,,,,,,,,,,,,,,,,,,,,30.77222222,0.050230846,,,19.66972222,0.074231407,,,184.5,0.000687798,,,,,,,,
,,,,,,,,,,,,,,,,,,,,30.85555556,0.048322422,,,19.75305556,0.075158064,,,185,0.000688588,,,,,,,,
,,,,,,,,,,,,,,,,,,,,30.93888889,0.050211461,,,19.83638889,0.07518044,,,185.5,0.000689377,,,,,,,,
,,,,,,,,,,,,,,,,,,,,31.02222222,0.052100501,,,19.91972222,0.076107096,,,186,0.000690165,,,,,,,,
,,,,,,,,,,,,,,,,,,,,31.10555556,0.049276634,,,20.00305556,0.076084721,,,186.5,0.000690952,,,,,,,,
,,,,,,,,,,,,,,,,,,,,31.18888889,0.051165673,,,20.08638889,0.076107096,,,187,0.000691737,,,,,,,,
,,,,,,,,,,,,,,,,,,,,31.27222222,0.052100501,,,20.16972222,0.075158064,,,187.5,0.000692521,,,,,,,,
,,,,,,,,,,,,,,,,,,,,31.35555556,0.053054713,,,20.25305556,0.077085786,,,188,0.000693303,,,,,,,,
,,,,,,,,,,,,,,,,,,,,31.43888889,0.051126904,,,20.33638889,0.077033753,,,188.5,0.000694085,,,,,,,,
,,,,,,,,,,,,,,,,,,,,31.52222222,0.051185058,,,20.41972222,0.075158064,,,189,0.000694865,,,,,,,,
,,,,,,,,,,,,,,,,,,,,31.60555556,0.050211461,,,20.50305556,0.075106031,,,189.5,0.000695644,,,,,,,,
,,,,,,,,,,,,,,,,,,,,31.68888889,0.049276634,,,20.58638889,0.076084721,,,190,0.000696421,,,,,,,,
,,,,,,,,,,,,,,,,,,,,31.77222222,0.050230846,,,20.66972222,0.076107096,,,190.5,0.000697198,,,,,,,,
,,,,,,,,,,,,,,,,,,,,31.85555556,0.051126904,,,20.75305556,0.077085786,,,191,0.000697973,,,,,,,,
,,,,,,,,,,,,,,,,,,,,31.93888889,0.051185058,,,20.83638889,0.075106031,,,191.5,0.000698747,,,,,,,,
,,,,,,,,,,,,,,,,,,,,32.02222222,0.052100501,,,20.91972222,0.076084721,,,192,0.00069952,,,,,,,,
,,,,,,,,,,,,,,,,,,,,32.10555556,0.051165673,,,21.00305556,0.076107096,,,192.5,0.000700291,,,,,,,,
,,,,,,,,,,,,,,,,,,,,32.18888889,0.049276634,,,21.08638889,0.077085786,,,193,0.000701062,,,,,,,,
,,,,,,,,,,,,,,,,,,,,32.27222222,0.051165673,,,21.16972222,0.076084721,,,193.5,0.000701831,,,,,,,,
,,,,,,,,,,,,,,,,,,,,32.35555556,0.051146289,,,21.25305556,0.077033753,,,194,0.000702598,,,,,,,,
,,,,,,,,,,,,,,,,,,,,32.43888889,0.051146289,,,21.33638889,0.077033753,,,194.5,0.000703365,,,,,,,,
,,,,,,,,,,,,,,,,,,,,32.52222222,0.049276634,,,21.41972222,0.076107096,,,195,0.000704131,,,,,,,,
,,,,,,,,,,,,,,,,,,,,32.60555556,0.051185058,,,21.50305556,0.076084721,,,195.5,0.000704895,,,,,,,,
,,,,,,,,,,,,,,,,,,,,32.68888889,0.051165673,,,21.58638889,0.078034818,,,196,0.000705658,,,,,,,,
,,,,,,,,,,,,,,,,,,,,32.77222222,0.051146289,,,21.66972222,0.077040336,,,196.5,0.00070642,,,,,,,,
,,,,,,,,,,,,,,,,,,,,32.85555556,0.049276634,,,21.75305556,0.077085786,,,197,0.000707181,,,,,,,,
,,,,,,,,,,,,,,,,,,,,32.93888889,0.052100501,,,21.83638889,0.077033753,,,197.5,0.00070794,,,,,,,,
,,,,,,,,,,,,,,,,,,,,33.02222222,0.053035328,,,21.91972222,0.077989368,,,198,0.000708699,,,,,,,,
,,,,,,,,,,,,,,,,,,,,33.10555556,0.049276634,,,22.00305556,0.077989368,,,198.5,0.000709456,,,,,,,,
,,,,,,,,,,,,,,,,,,,,33.18888889,0.052081116,,,22.08638889,0.076084721,,,199,0.000710212,,,,,,,,
,,,,,,,,,,,,,,,,,,,,33.27222222,0.053054713,,,22.16972222,0.077989368,,,199.5,0.000710967,,,,,,,,
,,,,,,,,,,,,,,,,,,,,33.35555556,0.052081116,,,22.25305556,0.078968057,,,200,0.000711721,,,,,,,,
,,,,,,,,,,,,,,,,,,,,33.43888889,0.052100501,,,22.33638889,0.078916025,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,33.52222222,0.053054713,,,22.41972222,0.077989368,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,33.60555556,0.052119885,,,22.50305556,0.078968057,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,33.68888889,0.051165673,,,22.58638889,0.078961475,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,33.77222222,0.052119885,,,22.66972222,0.078968057,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,33.85555556,0.049276634,,,22.75305556,0.078961475,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,33.93888889,0.052119885,,,22.83638889,0.077040336,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,34.02222222,0.051165673,,,22.91972222,0.078012443,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,34.10555556,0.051165673,,,23.00305556,0.078983851,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,34.18888889,0.051165673,,,23.08638889,0.078983851,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,34.27222222,0.049276634,,,23.16972222,0.07996254,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,34.35555556,0.055897935,,,23.25305556,0.078012443,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,34.43888889,0.053035328,,,23.33638889,0.078961475,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,34.52222222,0.054008925,,,23.41972222,0.077085786,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,34.60555556,0.053054713,,,23.50305556,0.078012443,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,34.68888889,0.05398954,,,23.58638889,0.079910507,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,34.77222222,0.051165673,,,23.66972222,0.078983851,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,34.85555556,0.052100501,,,23.75305556,0.077085786,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,34.93888889,0.053054713,,,23.83638889,0.079910507,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,35.02222222,0.053035328,,,23.91972222,0.078034818,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,35.10555556,0.05398954,,,24.00305556,0.079910507,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,35.18888889,0.053035328,,,24.08638889,0.080889197,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,35.27222222,0.054943752,,,24.16972222,0.078983851,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,35.35555556,0.050211461,,,24.25305556,0.078983851,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,35.43888889,0.053054713,,,24.33638889,0.078034818,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,35.52222222,0.051165673,,,24.41972222,0.079910507,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,35.60555556,0.053054713,,,24.50305556,0.07996254,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,35.68888889,0.05398954,,,24.58638889,0.081838229,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,35.77222222,0.053074097,,,24.66972222,0.079035883,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,35.85555556,0.053015943,,,24.75305556,0.07996254,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,35.93888889,0.054008925,,,24.83638889,0.080963605,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,36.02222222,0.05398954,,,24.91972222,0.082816919,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,36.10555556,0.053054713,,,25.00305556,0.0837205,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,36.18888889,0.053970155,,,25.08638889,0.08469919,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,36.27222222,0.053054713,,,25.16972222,0.082793844,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,36.35555556,0.051165673,,,25.25305556,0.079910507,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,36.43888889,0.053054713,,,25.33638889,0.08469919,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,36.52222222,0.053970155,,,25.41972222,0.080963605,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,36.60555556,0.054963107,,,25.50305556,0.081844811,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,36.68888889,0.053054713,,,25.58638889,0.082816919,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,36.77222222,0.053970155,,,25.66972222,0.081890262,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,36.85555556,0.053054713,,,25.75305556,0.081844811,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,36.93888889,0.054963107,,,25.83638889,0.084721566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,37.02222222,0.053074097,,,25.91972222,0.082816919,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,37.10555556,0.053074097,,,26.00305556,0.081838229,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,37.18888889,0.053054713,,,26.08638889,0.081838229,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,37.27222222,0.053054713,,,26.16972222,0.082839294,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,37.35555556,0.050230846,,,26.25305556,0.081838229,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,37.43888889,0.052119885,,,26.33638889,0.082771468,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,37.52222222,0.052100501,,,26.41972222,0.085700255,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,37.60555556,0.05398954,,,26.50305556,0.081844811,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,37.68888889,0.055897935,,,26.58638889,0.086603837,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,37.77222222,0.053970155,,,26.66972222,0.08469919,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,37.85555556,0.05398954,,,26.75305556,0.0837205,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,37.93888889,0.053054713,,,26.83638889,0.083817984,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,38.02222222,0.052100501,,,26.91972222,0.083772533,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,38.10555556,0.054943752,,,27.00305556,0.084767016,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,38.18888889,0.054943752,,,27.08638889,0.086626912,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,38.27222222,0.054924367,,,27.16972222,0.082839294,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,38.35555556,0.053035328,,,27.25305556,0.083772533,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,38.43888889,0.053054713,,,27.33638889,0.083772533,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,38.52222222,0.054924367,,,27.41972222,0.083772533,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,38.60555556,0.05398954,,,27.50305556,0.084721566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,38.68888889,0.05398954,,,27.58638889,0.086626912,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,38.77222222,0.056832762,,,27.66972222,0.087582527,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,38.85555556,0.054943752,,,27.75305556,0.087582527,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,38.93888889,0.052100501,,,27.83638889,0.08469919,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,39.02222222,0.053054713,,,27.91972222,0.087575944,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,39.10555556,0.056832762,,,28.00305556,0.085648222,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,39.18888889,0.055897935,,,28.08638889,0.087582527,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,39.27222222,0.054943752,,,28.16972222,0.084721566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,39.35555556,0.054943752,,,28.25305556,0.086626912,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,39.43888889,0.056832762,,,28.33638889,0.086603837,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,39.52222222,0.056832762,,,28.41972222,0.086603837,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,39.60555556,0.054963107,,,28.50305556,0.087575944,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,39.68888889,0.056832762,,,28.58638889,0.089510248,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,39.77222222,0.055897935,,,28.66972222,0.085700255,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,39.85555556,0.053054713,,,28.75305556,0.086603837,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,39.93888889,0.054943752,,,28.83638889,0.085648222,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,40.02222222,0.056852147,,,28.91972222,0.089510248,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,40.10555556,0.056832762,,,29.00305556,0.087582527,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,40.18888889,0.056813407,,,29.08638889,0.089510248,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,40.27222222,0.055859195,,,29.16972222,0.088531559,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,40.35555556,0.056852147,,,29.25305556,0.085648222,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,40.43888889,0.055897935,,,29.33638889,0.088554634,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,40.52222222,0.057817866,,,29.41972222,0.086626912,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,40.60555556,0.055878579,,,29.50305556,0.089458216,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,40.68888889,0.054008925,,,29.58638889,0.088509183,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,40.77222222,0.056832762,,,29.66972222,0.087530494,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,40.85555556,0.056852147,,,29.75305556,0.085648222,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,40.93888889,0.054963107,,,29.83638889,0.090436905,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,41.02222222,0.054008925,,,29.91972222,0.088531559,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,41.10555556,0.054963107,,,30.00305556,0.091363562,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,41.18888889,0.056832762,,,30.08638889,0.087582527,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,41.27222222,0.057817866,,,30.16972222,0.09143797,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,41.35555556,0.057817866,,,30.25305556,0.091385937,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,41.43888889,0.057767589,,,30.33638889,0.090436905,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,41.52222222,0.056813407,,,30.41972222,0.089458216,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,41.60555556,0.057767589,,,30.50305556,0.092312594,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,41.68888889,0.057817866,,,30.58638889,0.090384872,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,41.77222222,0.056832762,,,30.66972222,0.088531559,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,41.85555556,0.055897935,,,30.75305556,0.090436905,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,41.93888889,0.056852147,,,30.83638889,0.089510248,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,42.02222222,0.056832762,,,30.91972222,0.091385937,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,42.10555556,0.056813407,,,31.00305556,0.091363562,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,42.18888889,0.059706906,,,31.08638889,0.089510248,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,42.27222222,0.056852147,,,31.16972222,0.088531559,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,42.35555556,0.054963107,,,31.25305556,0.090436905,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,42.43888889,0.057786974,,,31.33638889,0.091363562,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,42.52222222,0.057767589,,,31.41972222,0.088531559,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,42.60555556,0.055897935,,,31.50305556,0.091363562,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,42.68888889,0.056852147,,,31.58638889,0.091385937,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,42.77222222,0.055917319,,,31.66972222,0.091385937,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,42.85555556,0.056852147,,,31.75305556,0.090436905,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,42.93888889,0.057786974,,,31.83638889,0.092312594,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,43.02222222,0.057786974,,,31.91972222,0.090436905,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,43.10555556,0.058772078,,,32.00305556,0.090436905,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,43.18888889,0.056852147,,,32.08638889,0.091363562,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,43.27222222,0.059687521,,,32.16972222,0.092312594,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,43.35555556,0.057786974,,,32.25305556,0.093291284,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,43.43888889,0.055897935,,,32.33638889,0.094246898,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,43.52222222,0.058772078,,,32.41972222,0.093291284,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,43.60555556,0.056852147,,,32.50305556,0.093291284,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,43.68888889,0.057767589,,,32.58638889,0.093291284,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,43.77222222,0.057786974,,,32.66972222,0.092312594,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,43.85555556,0.057817866,,,32.75305556,0.091363562,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,43.93888889,0.058702417,,,32.83638889,0.090436905,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,44.02222222,0.058721802,,,32.91972222,0.090459281,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,44.10555556,0.057817866,,,33.00305556,0.090436905,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,44.18888889,0.057786974,,,33.08638889,0.091363562,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,44.27222222,0.056832762,,,33.16972222,0.090436905,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,44.35555556,0.055897935,,,33.25305556,0.093268209,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,44.43888889,0.057786974,,,33.33638889,0.093268209,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,44.52222222,0.058721802,,,33.41972222,0.093268209,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,44.60555556,0.057786974,,,33.50305556,0.094246898,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,44.68888889,0.055897935,,,33.58638889,0.091363562,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,44.77222222,0.060641733,,,33.66972222,0.092312594,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,44.85555556,0.058702417,,,33.75305556,0.092312594,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,44.93888889,0.059687521,,,33.83638889,0.095195931,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,45.02222222,0.057817866,,,33.91972222,0.092312594,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,45.10555556,0.059706906,,,34.00305556,0.092312594,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,45.18888889,0.058752694,,,34.08638889,0.093268209,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,45.27222222,0.059656629,,,34.16972222,0.09707162,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,45.35555556,0.058752694,,,34.25305556,0.095173555,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,45.43888889,0.058752694,,,34.33638889,0.095195931,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,45.52222222,0.057786974,,,34.41972222,0.094246898,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,45.60555556,0.061595945,,,34.50305556,0.094194865,,,,,,,,,,,,
