Time 240,Strain 240,Time 240 Creep,Strain 240 Creep,,Time 280,Strain 280,Time 280 Creep,Strain 280 Creep,,Time 300,Strain 300,Time 300 Creep,Strain 300 Creep,,Time 320,Strain 320,Time 320 Creep,Strain 320 Creep,,Time 280 Chris1,Strain 280 Chris1,,,Time 280 Chris2,Strain 280 Chris2,,,Time 280 MOOSE,Strain 280 MOOSE,,,Time 280 Creep FITTED,Strain 280 Creep FITTED,,,Time 320 Creep FITTED,Strain 320 Creep FITTED
,,,,,,,,,,,,,,,,,,,,9.18888889,0.026566111,,,0.061111111,0,,,55,0.000406723,,,,,,,,
,,,,,,,,,,,,,,,,,,,,9.27222222,0.027462169,,,0.061666667,-0.001900396,,,55.5,0.000408366,,,,,,,,
,,,,,,,,,,,,,,,,,,,,9.35555556,0.026546726,,,0.062222222,-2.27E-05,,,56,0.000410001,,,,,,,,
,,,,,,,,,,,,,,,,,,,,9.43888889,0.026566111,,,0.062777778,0,,,56.5,0.000411626,,,,,,,,
,,,,,,,,,,,,,,,,,,,,9.52222222,0.028435766,,,0.063333333,-2.27E-05,,,57,0.000413243,,,,,,,,
,,,,,,,,,,,,,,,,,,,,9.60555556,0.030363574,,,0.063888889,0.000938877,,,57.5,0.000414851,,,,,,,,
,,,,,,,,,,,,,,,,,,,,9.68888889,0.029409362,,,0.064444444,0.000938877,,,58,0.000416451,,,,,,,,
,,,,,,,,,,,,,,,,,,,,9.77222222,0.028435766,,,0.065,0.000961548,,,58.5,0.000418042,,,,,,,,
,,,,,,,,,,,,,,,,,,,,9.85555556,0.027500938,,,0.065555556,-0.000961548,,,59,0.000419625,,,,,,,,
,,,,,,,,,,,,,,,,,,,,9.93888889,0.031298402,,,0.066111111,-2.27E-05,,,59.5,0.000421201,,,,,,,,
,,,,,,,,,,,,,,,,,,,,10.02222222,0.027500938,,,0.066666667,0.001900425,,,60,0.000422768,,,,,,,,
,,,,,,,,,,,,,,,,,,,,10.10555556,0.027500938,,,0.067222222,0,,,60.5,0.000424327,,,,,,,,
,,,,,,,,,,,,,,,,,,,,10.18888889,0.029351208,,,0.067777778,0.000961548,,,61,0.000425878,,,,,,,,
,,,,,,,,,,,,,,,,,,,,10.27222222,0.029389978,,,0.068333333,0,,,61.5,0.000427422,,,,,,,,
,,,,,,,,,,,,,,,,,,,,10.35555556,0.029389978,,,0.068888889,0.001934662,,,62,0.000428958,,,,,,,,
,,,,,,,,,,,,,,,,,,,,10.43888889,0.03030542,,,0.069444444,0,,,62.5,0.000430487,,,,,,,,
,,,,,,,,,,,,,,,,,,,,10.52222222,0.03034419,,,0.07,0,,,63,0.000432008,,,,,,,,
,,,,,,,,,,,,,,,,,,,,10.60555556,0.029389978,,,0.070555556,0.001934662,,,63.5,0.000433522,,,,,,,,
,,,,,,,,,,,,,,,,,,,,10.68888889,0.031259633,,,0.071111111,0,,,64,0.000435029,,,,,,,,
,,,,,,,,,,,,,,,,,,,,10.77222222,0.032213845,,,0.071666667,0.000961548,,,64.5,0.000436529,,,,,,,,
,,,,,,,,,,,,,,,,,,,,10.85555556,0.031259633,,,0.072222222,-0.000938848,,,65,0.000438022,,,,,,,,
,,,,,,,,,,,,,,,,,,,,10.93888889,0.03034419,,,0.072777778,0.001934662,,,65.5,0.000439507,,,,,,,,
,,,,,,,,,,,,,,,,,,,,11.02222222,0.031279017,,,0.073333333,0.001934662,,,66,0.000440986,,,,,,,,
,,,,,,,,,,,,,,,,,,,,11.10555556,0.030324805,,,0.073888889,0.001934662,,,66.5,0.000442458,,,,,,,,
,,,,,,,,,,,,,,,,,,,,11.18888889,0.030324805,,,0.086666667,0.000951119,,,67,0.000443924,,,,,,,,
,,,,,,,,,,,,,,,,,,,,11.27222222,0.02845515,,,0.169722222,0.000957701,,,67.5,0.000445383,,,,,,,,
,,,,,,,,,,,,,,,,,,,,11.35555556,0.033187412,,,0.253055556,0.000934626,,,68,0.000446835,,,,,,,,
,,,,,,,,,,,,,,,,,,,,11.43888889,0.031279017,,,0.336388889,0.003841038,,,68.5,0.000448281,,,,,,,,
,,,,,,,,,,,,,,,,,,,,11.52222222,0.032213845,,,0.419722222,0.003789005,,,69,0.00044972,,,,,,,,
,,,,,,,,,,,,,,,,,,,,11.60555556,0.031240219,,,0.503055556,0.005716727,,,69.5,0.000451154,,,,,,,,
,,,,,,,,,,,,,,,,,,,,11.68888889,0.027500938,,,0.586388889,0.005671276,,,70,0.00045258,,,,,,,,
,,,,,,,,,,,,,,,,,,,,11.77222222,0.032233229,,,0.669722222,0.008525655,,,70.5,0.000454001,,,,,,,,
,,,,,,,,,,,,,,,,,,,,11.85555556,0.032213845,,,0.753055556,0.005671276,,,71,0.000455416,,,,,,,,
,,,,,,,,,,,,,,,,,,,,11.93888889,0.031279017,,,0.836388889,0.008532237,,,71.5,0.000456825,,,,,,,,
,,,,,,,,,,,,,,,,,,,,12.02222222,0.033168057,,,0.919722222,0.011408991,,,72,0.000458227,,,,,,,,
,,,,,,,,,,,,,,,,,,,,12.10555556,0.032233229,,,1.003055556,0.011408991,,,72.5,0.000459624,,,,,,,,
,,,,,,,,,,,,,,,,,,,,12.18888889,0.032213845,,,1.086388889,0.012335648,,,73,0.000461015,,,,,,,,
,,,,,,,,,,,,,,,,,,,,12.27222222,0.033168057,,,1.169722222,0.01426337,,,73.5,0.0004624,,,,,,,,
,,,,,,,,,,,,,,,,,,,,12.35555556,0.035087959,,,1.253055556,0.015196609,,,74,0.00046378,,,,,,,,
,,,,,,,,,,,,,,,,,,,,12.43888889,0.035087959,,,1.336388889,0.017140124,,,74.5,0.000465154,,,,,,,,
,,,,,,,,,,,,,,,,,,,,12.52222222,0.031279017,,,1.419722222,0.017117749,,,75,0.000466522,,,,,,,,
,,,,,,,,,,,,,,,,,,,,12.60555556,0.031279017,,,1.503055556,0.018073363,,,75.5,0.000467885,,,,,,,,
,,,,,,,,,,,,,,,,,,,,12.68888889,0.032213845,,,1.586388889,0.01904547,,,76,0.000469242,,,,,,,,
,,,,,,,,,,,,,,,,,,,,12.77222222,0.032213845,,,1.669722222,0.019022396,,,76.5,0.000470594,,,,,,,,
,,,,,,,,,,,,,,,,,,,,12.85555556,0.035037683,,,1.753055556,0.020001085,,,77,0.000471941,,,,,,,,
,,,,,,,,,,,,,,,,,,,,12.93888889,0.034102855,,,1.836388889,0.020950117,,,77.5,0.000473282,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13.02222222,0.035087959,,,1.919722222,0.020927742,,,78,0.000474618,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13.10555556,0.032233229,,,2.003055556,0.022877839,,,78.5,0.000475949,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13.18888889,0.035057038,,,2.086388889,0.023804496,,,79,0.000477275,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13.27222222,0.034064086,,,2.169722222,0.024760111,,,79.5,0.000478596,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13.35555556,0.034102855,,,2.253055556,0.025686767,,,80,0.000479911,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13.43888889,0.033168057,,,2.336388889,0.024708078,,,80.5,0.000481222,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13.52222222,0.035057038,,,2.419722222,0.0266358,,,81,0.000482528,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13.60555556,0.033168057,,,2.503055556,0.027569039,,,81.5,0.000483829,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13.68888889,0.033168057,,,2.586388889,0.027569039,,,82,0.000485125,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13.77222222,0.033168057,,,2.669722222,0.028570104,,,82.5,0.000486416,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13.85555556,0.035057038,,,2.753055556,0.030400342,,,83,0.000487703,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13.93888889,0.034122239,,,2.836388889,0.030445793,,,83.5,0.000488985,,,,,,,,
,,,,,,,,,,,,,,,,,,,,14.02222222,0.034122239,,,2.919722222,0.02945131,,,84,0.000490262,,,,,,,,
,,,,,,,,,,,,,,,,,,,,14.10555556,0.034122239,,,3.003055556,0.029444728,,,84.5,0.000491535,,,,,,,,
,,,,,,,,,,,,,,,,,,,,14.18888889,0.034102855,,,3.086388889,0.031379032,,,85,0.000492803,,,,,,,,
,,,,,,,,,,,,,,,,,,,,14.27222222,0.033168057,,,3.169722222,0.03137245,,,85.5,0.000494066,,,,,,,,
,,,,,,,,,,,,,,,,,,,,14.35555556,0.035057038,,,3.253055556,0.033306754,,,86,0.000495325,,,,,,,,
,,,,,,,,,,,,,,,,,,,,14.43888889,0.036022757,,,3.336388889,0.034255786,,,86.5,0.00049658,,,,,,,,
,,,,,,,,,,,,,,,,,,,,14.52222222,0.033187412,,,3.419722222,0.031379032,,,87,0.00049783,,,,,,,,
,,,,,,,,,,,,,,,,,,,,14.60555556,0.035087959,,,3.503055556,0.033283679,,,87.5,0.000499076,,,,,,,,
,,,,,,,,,,,,,,,,,,,,14.68888889,0.035057038,,,3.586388889,0.035211401,,,88,0.000500318,,,,,,,,
,,,,,,,,,,,,,,,,,,,,14.77222222,0.036022757,,,3.669722222,0.034210336,,,88.5,0.000501555,,,,,,,,
,,,,,,,,,,,,,,,,,,,,14.85555556,0.036926693,,,3.753055556,0.035189025,,,89,0.000502788,,,,,,,,
,,,,,,,,,,,,,,,,,,,,14.93888889,0.035037683,,,3.836388889,0.03614464,,,89.5,0.000504017,,,,,,,,
,,,,,,,,,,,,,,,,,,,,15.02222222,0.036957585,,,3.919722222,0.037116747,,,90,0.000505242,,,,,,,,
,,,,,,,,,,,,,,,,,,,,15.10555556,0.034122239,,,4.003055556,0.037116747,,,90.5,0.000506463,,,,,,,,
,,,,,,,,,,,,,,,,,,,,15.18888889,0.036022757,,,4.086388889,0.037116747,,,91,0.000507679,,,,,,,,
,,,,,,,,,,,,,,,,,,,,15.27222222,0.036976969,,,4.169722222,0.038065779,,,91.5,0.000508892,,,,,,,,
,,,,,,,,,,,,,,,,,,,,15.35555556,0.03597251,,,4.253055556,0.038072362,,,92,0.0005101,,,,,,,,
,,,,,,,,,,,,,,,,,,,,15.43888889,0.03597251,,,4.336388889,0.039021394,,,92.5,0.000511305,,,,,,,,
,,,,,,,,,,,,,,,,,,,,15.52222222,0.034122239,,,4.419722222,0.040000084,,,93,0.000512505,,,,,,,,
,,,,,,,,,,,,,,,,,,,,15.60555556,0.036022757,,,4.503055556,0.038999018,,,93.5,0.000513702,,,,,,,,
,,,,,,,,,,,,,,,,,,,,15.68888889,0.037892412,,,4.586388889,0.038999018,,,94,0.000514895,,,,,,,,
,,,,,,,,,,,,,,,,,,,,15.77222222,0.036926693,,,4.669722222,0.040874707,,,94.5,0.000516084,,,,,,,,
,,,,,,,,,,,,,,,,,,,,15.85555556,0.03597251,,,4.753055556,0.038999018,,,95,0.000517269,,,,,,,,
,,,,,,,,,,,,,,,,,,,,15.93888889,0.033168057,,,4.836388889,0.04092674,,,95.5,0.000518451,,,,,,,,
,,,,,,,,,,,,,,,,,,,,16.02222222,0.036976969,,,4.919722222,0.04092674,,,96,0.000519628,,,,,,,,
,,,,,,,,,,,,,,,,,,,,16.10555556,0.036022757,,,5.003055556,0.041853397,,,96.5,0.000520802,,,,,,,,
,,,,,,,,,,,,,,,,,,,,16.18888889,0.036926693,,,5.086388889,0.039948051,,,97,0.000521972,,,,,,,,
,,,,,,,,,,,,,,,,,,,,16.27222222,0.037911797,,,5.169722222,0.042809012,,,97.5,0.000523139,,,,,,,,
,,,,,,,,,,,,,,,,,,,,16.35555556,0.035087959,,,5.253055556,0.041853397,,,98,0.000524302,,,,,,,,
,,,,,,,,,,,,,,,,,,,,16.43888889,0.036976969,,,5.336388889,0.042802429,,,98.5,0.000525461,,,,,,,,
,,,,,,,,,,,,,,,,,,,,16.52222222,0.036976969,,,5.419722222,0.042802429,,,99,0.000526617,,,,,,,,
,,,,,,,,,,,,,,,,,,,,16.60555556,0.036976969,,,5.503055556,0.042802429,,,99.5,0.00052777,,,,,,,,
,,,,,,,,,,,,,,,,,,,,16.68888889,0.038866009,,,5.586388889,0.043735668,,,100,0.000528918,,,,,,,,
,,,,,,,,,,,,,,,,,,,,16.77222222,0.037892412,,,5.669722222,0.043758044,,,100.5,0.000530064,,,,,,,,
,,,,,,,,,,,,,,,,,,,,16.85555556,0.039820221,,,5.753055556,0.044684701,,,101,0.000531205,,,,,,,,
,,,,,,,,,,,,,,,,,,,,16.93888889,0.036976969,,,5.836388889,0.044684701,,,101.5,0.000532344,,,,,,,,
,,,,,,,,,,,,,,,,,,,,17.02222222,0.037911797,,,5.919722222,0.043735668,,,102,0.000533479,,,,,,,,
,,,,,,,,,,,,,,,,,,,,17.10555556,0.036957585,,,6.003055556,0.044684701,,,102.5,0.000534611,,,,,,,,
,,,,,,,,,,,,,,,,,,,,17.18888889,0.037911797,,,6.086388889,0.044684701,,,103,0.000535739,,,,,,,,
,,,,,,,,,,,,,,,,,,,,17.27222222,0.036976969,,,6.169722222,0.046612422,,,103.5,0.000536864,,,,,,,,
,,,,,,,,,,,,,,,,,,,,17.35555556,0.038885393,,,6.253055556,0.046634798,,,104,0.000537986,,,,,,,,
,,,,,,,,,,,,,,,,,,,,17.43888889,0.038846624,,,6.336388889,0.047568037,,,104.5,0.000539104,,,,,,,,
,,,,,,,,,,,,,,,,,,,,17.52222222,0.038866009,,,6.419722222,0.046619005,,,105,0.000540219,,,,,,,,
,,,,,,,,,,,,,,,,,,,,17.60555556,0.039800836,,,6.503055556,0.046612422,,,105.5,0.000541331,,,,,,,,
,,,,,,,,,,,,,,,,,,,,17.68888889,0.038866009,,,6.586388889,0.047568037,,,106,0.00054244,,,,,,,,
,,,,,,,,,,,,,,,,,,,,17.77222222,0.039781452,,,6.669722222,0.047568037,,,106.5,0.000543546,,,,,,,,
,,,,,,,,,,,,,,,,,,,,17.85555556,0.03882724,,,6.753055556,0.048517069,,,107,0.000544648,,,,,,,,
,,,,,,,,,,,,,,,,,,,,17.93888889,0.036976969,,,6.836388889,0.046619005,,,107.5,0.000545748,,,,,,,,
,,,,,,,,,,,,,,,,,,,,18.02222222,0.038866009,,,6.919722222,0.046619005,,,108,0.000546844,,,,,,,,
,,,,,,,,,,,,,,,,,,,,18.10555556,0.039800836,,,7.003055556,0.049495759,,,108.5,0.000547937,,,,,,,,
,,,,,,,,,,,,,,,,,,,,18.18888889,0.036976969,,,7.086388889,0.047568037,,,109,0.000549027,,,,,,,,
,,,,,,,,,,,,,,,,,,,,18.27222222,0.040755048,,,7.169722222,0.049495759,,,109.5,0.000550115,,,,,,,,
,,,,,,,,,,,,,,,,,,,,18.35555556,0.040735664,,,7.253055556,0.046619005,,,110,0.000551199,,,,,,,,
,,,,,,,,,,,,,,,,,,,,18.43888889,0.038866009,,,7.336388889,0.049443726,,,110.5,0.00055228,,,,,,,,
,,,,,,,,,,,,,,,,,,,,18.52222222,0.040735664,,,7.419722222,0.049443726,,,111,0.000553358,,,,,,,,
,,,,,,,,,,,,,,,,,,,,18.60555556,0.042663443,,,7.503055556,0.050444791,,,111.5,0.000554433,,,,,,,,
,,,,,,,,,,,,,,,,,,,,18.68888889,0.040735664,,,7.586388889,0.049443726,,,112,0.000555506,,,,,,,,
,,,,,,,,,,,,,,,,,,,,18.77222222,0.040755048,,,7.669722222,0.048494694,,,112.5,0.000556575,,,,,,,,
,,,,,,,,,,,,,,,,,,,,18.85555556,0.038846624,,,7.753055556,0.050422416,,,113,0.000557641,,,,,,,,
,,,,,,,,,,,,,,,,,,,,18.93888889,0.042644058,,,7.836388889,0.051371448,,,113.5,0.000558705,,,,,,,,
,,,,,,,,,,,,,,,,,,,,19.02222222,0.040735664,,,7.919722222,0.051371448,,,114,0.000559766,,,,,,,,
,,,,,,,,,,,,,,,,,,,,19.10555556,0.039820221,,,8.003055556,0.052304687,,,114.5,0.000560824,,,,,,,,
,,,,,,,,,,,,,,,,,,,,19.18888889,0.041709231,,,8.086388889,0.052298105,,,115,0.000561879,,,,,,,,
,,,,,,,,,,,,,,,,,,,,19.27222222,0.039800836,,,8.169722222,0.050370383,,,115.5,0.000562932,,,,,,,,
,,,,,,,,,,,,,,,,,,,,19.35555556,0.040755048,,,8.253055556,0.051349072,,,116,0.000563981,,,,,,,,
,,,,,,,,,,,,,,,,,,,,19.43888889,0.039820221,,,8.336388889,0.052298105,,,116.5,0.000565028,,,,,,,,
,,,,,,,,,,,,,,,,,,,,19.52222222,0.040755048,,,8.419722222,0.052298105,,,117,0.000566073,,,,,,,,
,,,,,,,,,,,,,,,,,,,,19.60555556,0.042644058,,,8.503055556,0.051349072,,,117.5,0.000567114,,,,,,,,
,,,,,,,,,,,,,,,,,,,,19.68888889,0.041670491,,,8.586388889,0.053276794,,,118,0.000568153,,,,,,,,
,,,,,,,,,,,,,,,,,,,,19.77222222,0.040735664,,,8.669722222,0.053276794,,,118.5,0.000569189,,,,,,,,
,,,,,,,,,,,,,,,,,,,,19.85555556,0.038866009,,,8.753055556,0.054232409,,,119,0.000570223,,,,,,,,
,,,,,,,,,,,,,,,,,,,,19.93888889,0.040755048,,,8.836388889,0.054232409,,,119.5,0.000571253,,,,,,,,
,,,,,,,,,,,,,,,,,,,,20.02222222,0.042644058,,,8.919722222,0.055159066,,,120,0.000572282,,,,,,,,
,,,,,,,,,,,,,,,,,,,,20.10555556,0.041670491,,,9.003055556,0.054180376,,,120.5,0.000573307,,,,,,,,
,,,,,,,,,,,,,,,,,,,,20.18888889,0.041709231,,,9.086388889,0.055159066,,,121,0.00057433,,,,,,,,
,,,,,,,,,,,,,,,,,,,,20.27222222,0.042644058,,,9.169722222,0.053231344,,,121.5,0.000575351,,,,,,,,
,,,,,,,,,,,,,,,,,,,,20.35555556,0.042624703,,,9.253055556,0.05611468,,,122,0.000576369,,,,,,,,
,,,,,,,,,,,,,,,,,,,,20.43888889,0.041709231,,,9.336388889,0.056108098,,,122.5,0.000577384,,,,,,,,
,,,,,,,,,,,,,,,,,,,,20.52222222,0.042605319,,,9.419722222,0.055181441,,,123,0.000578397,,,,,,,,
,,,,,,,,,,,,,,,,,,,,20.60555556,0.042644058,,,9.503055556,0.056108098,,,123.5,0.000579408,,,,,,,,
,,,,,,,,,,,,,,,,,,,,20.68888889,0.04359827,,,9.586388889,0.054180376,,,124,0.000580416,,,,,,,,
,,,,,,,,,,,,,,,,,,,,20.77222222,0.039800836,,,9.669722222,0.056108098,,,124.5,0.000581421,,,,,,,,
,,,,,,,,,,,,,,,,,,,,20.85555556,0.042624703,,,9.753055556,0.05705713,,,125,0.000582424,,,,,,,,
,,,,,,,,,,,,,,,,,,,,20.93888889,0.041689876,,,9.836388889,0.057063713,,,125.5,0.000583425,,,,,,,,
,,,,,,,,,,,,,,,,,,,,21.02222222,0.041709231,,,9.919722222,0.058012745,,,126,0.000584423,,,,,,,,
,,,,,,,,,,,,,,,,,,,,21.10555556,0.043578886,,,10.00305556,0.057063713,,,126.5,0.000585419,,,,,,,,
,,,,,,,,,,,,,,,,,,,,21.18888889,0.039800836,,,10.08638889,0.058012745,,,127,0.000586413,,,,,,,,
,,,,,,,,,,,,,,,,,,,,21.27222222,0.042663443,,,10.16972222,0.05611468,,,127.5,0.000587404,,,,,,,,
,,,,,,,,,,,,,,,,,,,,21.35555556,0.044533098,,,10.25305556,0.058012745,,,128,0.000588392,,,,,,,,
,,,,,,,,,,,,,,,,,,,,21.43888889,0.042644058,,,10.33638889,0.05803582,,,128.5,0.000589379,,,,,,,,
,,,,,,,,,,,,,,,,,,,,21.52222222,0.044533098,,,10.41972222,0.058012745,,,129,0.000590363,,,,,,,,
,,,,,,,,,,,,,,,,,,,,21.60555556,0.043559531,,,10.50305556,0.05611468,,,129.5,0.000591344,,,,,,,,
,,,,,,,,,,,,,,,,,,,,21.68888889,0.041709231,,,10.58638889,0.057990369,,,130,0.000592324,,,,,,,,
,,,,,,,,,,,,,,,,,,,,21.77222222,0.043578886,,,10.66972222,0.057990369,,,130.5,0.000593301,,,,,,,,
,,,,,,,,,,,,,,,,,,,,21.85555556,0.042624703,,,10.75305556,0.057041337,,,131,0.000594276,,,,,,,,
,,,,,,,,,,,,,,,,,,,,21.93888889,0.041709231,,,10.83638889,0.058939402,,,131.5,0.000595249,,,,,,,,
,,,,,,,,,,,,,,,,,,,,22.02222222,0.043578886,,,10.91972222,0.059918091,,,132,0.000596219,,,,,,,,
,,,,,,,,,,,,,,,,,,,,22.10555556,0.043578886,,,11.00305556,0.058939402,,,132.5,0.000597187,,,,,,,,
,,,,,,,,,,,,,,,,,,,,22.18888889,0.045506694,,,11.08638889,0.059970124,,,133,0.000598153,,,,,,,,
,,,,,,,,,,,,,,,,,,,,22.27222222,0.043578886,,,11.16972222,0.059970124,,,133.5,0.000599117,,,,,,,,
,,,,,,,,,,,,,,,,,,,,22.35555556,0.041728615,,,11.25305556,0.058939402,,,134,0.000600078,,,,,,,,
,,,,,,,,,,,,,,,,,,,,22.43888889,0.045506694,,,11.33638889,0.059895016,,,134.5,0.000601038,,,,,,,,
,,,,,,,,,,,,,,,,,,,,22.52222222,0.04359827,,,11.41972222,0.057990369,,,135,0.000601995,,,,,,,,
,,,,,,,,,,,,,,,,,,,,22.60555556,0.041709231,,,11.50305556,0.061852395,,,135.5,0.00060295,,,,,,,,
,,,,,,,,,,,,,,,,,,,,22.68888889,0.04359827,,,11.58638889,0.057990369,,,136,0.000603903,,,,,,,,
,,,,,,,,,,,,,,,,,,,,22.77222222,0.042663443,,,11.66972222,0.060896781,,,136.5,0.000604854,,,,,,,,
,,,,,,,,,,,,,,,,,,,,22.85555556,0.041709231,,,11.75305556,0.060873706,,,137,0.000605802,,,,,,,,
,,,,,,,,,,,,,,,,,,,,22.93888889,0.044533098,,,11.83638889,0.059895016,,,137.5,0.000606749,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23.02222222,0.044552482,,,11.91972222,0.061845813,,,138,0.000607694,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23.10555556,0.04548731,,,12.00305556,0.059895016,,,138.5,0.000608636,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23.18888889,0.046441522,,,12.08638889,0.061852395,,,139,0.000609576,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23.27222222,0.04548731,,,12.16972222,0.061800363,,,139.5,0.000610515,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23.35555556,0.044533098,,,12.25305556,0.062755977,,,140,0.000611451,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23.43888889,0.04548731,,,12.33638889,0.060821673,,,140.5,0.000612385,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23.52222222,0.046441522,,,12.41972222,0.062779052,,,141,0.000613318,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23.60555556,0.04548731,,,12.50305556,0.062779052,,,141.5,0.000614248,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23.68888889,0.047376349,,,12.58638889,0.062779052,,,142,0.000615176,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23.77222222,0.045467925,,,12.66972222,0.061800363,,,142.5,0.000616102,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23.85555556,0.044533098,,,12.75305556,0.063728084,,,143,0.000617027,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23.93888889,0.045467925,,,12.83638889,0.062779052,,,143.5,0.000617949,,,,,,,,
,,,,,,,,,,,,,,,,,,,,24.02222222,0.04548731,,,12.91972222,0.063780117,,,144,0.000618869,,,,,,,,
,,,,,,,,,,,,,,,,,,,,24.10555556,0.04359827,,,13.00305556,0.064706774,,,144.5,0.000619788,,,,,,,,
,,,,,,,,,,,,,,,,,,,,24.18888889,0.042663443,,,13.08638889,0.064706774,,,145,0.000620704,,,,,,,,
,,,,,,,,,,,,,,,,,,,,24.27222222,0.046422137,,,13.16972222,0.065610356,,,145.5,0.000621619,,,,,,,,
,,,,,,,,,,,,,,,,,,,,24.35555556,0.04548731,,,13.25305556,0.063728084,,,146,0.000622532,,,,,,,,
,,,,,,,,,,,,,,,,,,,,24.43888889,0.046422137,,,13.33638889,0.064683699,,,146.5,0.000623442,,,,,,,,
,,,,,,,,,,,,,,,,,,,,24.52222222,0.046441522,,,13.41972222,0.064683699,,,147,0.000624351,,,,,,,,
,,,,,,,,,,,,,,,,,,,,24.60555556,0.046441522,,,13.50305556,0.064683699,,,147.5,0.000625258,,,,,,,,
,,,,,,,,,,,,,,,,,,,,24.68888889,0.04548731,,,13.58638889,0.064683699,,,148,0.000626164,,,,,,,,
,,,,,,,,,,,,,,,,,,,,24.77222222,0.04548731,,,13.66972222,0.063734667,,,148.5,0.000627067,,,,,,,,
,,,,,,,,,,,,,,,,,,,,24.85555556,0.04548731,,,13.75305556,0.065662389,,,149,0.000627969,,,,,,,,
,,,,,,,,,,,,,,,,,,,,24.93888889,0.046441522,,,13.83638889,0.065610356,,,149.5,0.000628868,,,,,,,,
,,,,,,,,,,,,,,,,,,,,25.02222222,0.048330561,,,13.91972222,0.065610356,,,150,0.000629766,,,,,,,,
,,,,,,,,,,,,,,,,,,,,25.10555556,0.046441522,,,14.00305556,0.066589045,,,150.5,0.000630662,,,,,,,,
,,,,,,,,,,,,,,,,,,,,25.18888889,0.046422137,,,14.08638889,0.066611421,,,151,0.000631556,,,,,,,,
,,,,,,,,,,,,,,,,,,,,25.27222222,0.04548731,,,14.16972222,0.066611421,,,151.5,0.000632449,,,,,,,,
,,,,,,,,,,,,,,,,,,,,25.35555556,0.046441522,,,14.25305556,0.066589045,,,152,0.000633339,,,,,,,,
,,,,,,,,,,,,,,,,,,,,25.43888889,0.046422137,,,14.33638889,0.067560453,,,152.5,0.000634228,,,,,,,,
,,,,,,,,,,,,,,,,,,,,25.52222222,0.044552482,,,14.41972222,0.066589045,,,153,0.000635115,,,,,,,,
,,,,,,,,,,,,,,,,,,,,25.60555556,0.044552482,,,14.50305556,0.066589045,,,153.5,0.000636001,,,,,,,,
,,,,,,,,,,,,,,,,,,,,25.68888889,0.04548731,,,14.58638889,0.065610356,,,154,0.000636884,,,,,,,,
,,,,,,,,,,,,,,,,,,,,25.77222222,0.04736821,,,14.66972222,0.067538078,,,154.5,0.000637766,,,,,,,,
,,,,,,,,,,,,,,,,,,,,25.85555556,0.046441522,,,14.75305556,0.06754466,,,155,0.000638646,,,,,,,,
,,,,,,,,,,,,,,,,,,,,25.93888889,0.048322422,,,14.83638889,0.065610356,,,155.5,0.000639525,,,,,,,,
,,,,,,,,,,,,,,,,,,,,26.02222222,0.046422137,,,14.91972222,0.06754466,,,156,0.000640401,,,,,,,,
,,,,,,,,,,,,,,,,,,,,26.10555556,0.04548731,,,15.00305556,0.06754466,,,156.5,0.000641276,,,,,,,,
,,,,,,,,,,,,,,,,,,,,26.18888889,0.046441522,,,15.08638889,0.066589045,,,157,0.000642149,,,,,,,,
,,,,,,,,,,,,,,,,,,,,26.27222222,0.044552482,,,15.16972222,0.067538078,,,157.5,0.000643021,,,,,,,,
,,,,,,,,,,,,,,,,,,,,26.35555556,0.046422137,,,15.25305556,0.06848711,,,158,0.000643891,,,,,,,,
,,,,,,,,,,,,,,,,,,,,26.43888889,0.048330561,,,15.33638889,0.069420349,,,158.5,0.000644759,,,,,,,,
,,,,,,,,,,,,,,,,,,,,26.52222222,0.048330561,,,15.41972222,0.068471317,,,159,0.000645626,,,,,,,,
,,,,,,,,,,,,,,,,,,,,26.60555556,0.04548731,,,15.50305556,0.069442725,,,159.5,0.000646491,,,,,,,,
,,,,,,,,,,,,,,,,,,,,26.68888889,0.044552482,,,15.58638889,0.069420349,,,160,0.000647354,,,,,,,,
